% time     seconds  usecs/call     calls    errors syscall
------ ----------- ----------- --------- --------- ----------------
 95.83    0.066254        6625        10         1 futex
  0.97    0.000669          39        17           munmap
  0.85    0.000585          16        35           mmap
  0.42    0.000289          16        18         5 openat
  0.40    0.000278          19        14           mprotect
  0.27    0.000190          14        13           close
  0.27    0.000187          15        12           read
  0.24    0.000163          11        14           fstat
  0.10    0.000069           4        14           brk
  0.10    0.000067          22         3           rt_sigprocmask
  0.09    0.000060          15         4           newfstatat
  0.08    0.000054          27         2           pread64
  0.07    0.000050          50         1           clone3
  0.06    0.000042          21         2           lseek
  0.05    0.000037          37         1           getrandom
  0.03    0.000024          24         1           set_tid_address
  0.03    0.000024          24         1           rseq
  0.03    0.000023          23         1           write
  0.03    0.000021          21         1           prlimit64
  0.03    0.000018          18         1           rt_sigaction
  0.03    0.000018          18         1           madvise
  0.02    0.000012          12         1           set_robust_list
  0.01    0.000004           4         1         1 ioctl
  0.00    0.000000           0         1         1 faccessat
  0.00    0.000000           0         1           execve
------ ----------- ----------- --------- --------- ----------------
100.00    0.069138         406       170         8 total
