backend,variant,bytes,iterations,key,calls_mean,seconds_mean,pct_time_mean,calls_per_iter,usec_per_iter,usec_per_call,calls_per_byte,usec_per_byte
tb_cpu,alloc,7500000,100000,file_io,25.0,0.00010800000000000001,27.630000000000003,0.00025,0.0010800000000000002,4.32,3.3333333333333333e-06,1.4400000000000003e-05
tb_cpu,alloc,7500000,100000,memory,30.0,0.00021799999999999999,55.75000000000001,0.0003,0.00218,7.266666666666667,4e-06,2.9066666666666667e-05
tb_cpu,alloc,7500000,100000,other,20.0,6.2e-05,15.859999999999998,0.0002,0.00062,3.1,2.666666666666667e-06,8.266666666666667e-06
tb_cpu,alloc,7500000,100000,sync,1.0,3e-06,0.77,1e-05,3e-05,3.0,1.3333333333333334e-07,4e-07
tb_cpu,alloc,10000000,100,file_io,25.0,0.00016400000000000003,33.13,0.25,1.6400000000000003,6.560000000000001,2.5e-06,1.6400000000000002e-05
tb_cpu,alloc,10000000,100,memory,30.0,0.000239,48.28,0.3,2.39,7.966666666666667,3e-06,2.39e-05
tb_cpu,alloc,10000000,100,other,20.0,9.2e-05,18.589999999999996,0.2,0.92,4.6,2e-06,9.2e-06
tb_cpu,alloc,10000000,100,sync,1.0,0.0,0.0,0.01,0.0,0.0,1e-07,0.0
tb_cpu,alloc,10000000,5000,file_io,25.0,0.0,0.0,0.005,0.0,0.0,2.5e-06,0.0
tb_cpu,alloc,10000000,5000,memory,30.0,0.0,0.0,0.006,0.0,0.0,3e-06,0.0
tb_cpu,alloc,10000000,5000,other,20.0,0.0,0.0,0.004,0.0,0.0,2e-06,0.0
tb_cpu,alloc,10000000,5000,sync,1.0,0.0,0.0,0.0002,0.0,0.0,1e-07,0.0
tb_cpu,alloc,10000000,10000,file_io,25.0,0.0,0.0,0.0025,0.0,0.0,2.5e-06,0.0
tb_cpu,alloc,10000000,10000,memory,30.0,0.0,0.0,0.003,0.0,0.0,3e-06,0.0
tb_cpu,alloc,10000000,10000,other,20.0,0.0,0.0,0.002,0.0,0.0,2e-06,0.0
tb_cpu,alloc,10000000,10000,sync,1.0,0.0,0.0,0.0001,0.0,0.0,1e-07,0.0
tb_cpu,alloc,10000000,50000,file_io,25.0,0.000146,31.54,0.0005,0.00292,5.84,2.5e-06,1.46e-05
tb_cpu,alloc,10000000,50000,memory,30.0,0.00021899999999999998,47.309999999999995,0.0006,0.004379999999999999,7.299999999999999,3e-06,2.1899999999999997e-05
tb_cpu,alloc,10000000,50000,other,20.0,9.400000000000002e-05,20.299999999999994,0.0004,0.0018800000000000006,4.700000000000001,2e-06,9.400000000000003e-06
tb_cpu,alloc,10000000,50000,sync,1.0,4e-06,0.86,2e-05,8e-05,4.0,1e-07,4e-07
tb_cpu,alloc,10000000,100000,file_io,25.0,0.0,0.0,0.00025,0.0,0.0,2.5e-06,0.0
tb_cpu,alloc,10000000,100000,memory,30.0,0.0,0.0,0.0003,0.0,0.0,3e-06,0.0
tb_cpu,alloc,10000000,100000,other,20.0,0.0,0.0,0.0002,0.0,0.0,2e-06,0.0
tb_cpu,alloc,10000000,100000,sync,1.0,0.0,0.0,1e-05,0.0,0.0,1e-07,0.0
tb_cpu,baseline,1000000,100,file_io,25.0,0.000147,33.260000000000005,0.25,1.47,5.88,2.5e-05,0.000147
tb_cpu,baseline,1000000,100,memory,30.0,0.000194,43.9,0.3,1.94,6.466666666666667,3e-05,0.000194
tb_cpu,baseline,1000000,100,other,20.0,9.700000000000003e-05,21.929999999999996,0.2,0.9700000000000003,4.850000000000001,2e-05,9.700000000000003e-05
tb_cpu,baseline,1000000,100,sync,1.0,4e-06,0.9,0.01,0.04,4.0,1e-06,4e-06
tb_cpu,baseline,1000000,5000,file_io,25.0,0.000183,22.32,0.005,0.0366,7.32,2.5e-05,0.000183
tb_cpu,baseline,1000000,5000,memory,30.0,0.000206,25.12,0.006,0.0412,6.866666666666666,3e-05,0.000206
tb_cpu,baseline,1000000,5000,other,20.0,0.00043100000000000007,52.58,0.004,0.08620000000000001,21.550000000000004,2e-05,0.00043100000000000007
tb_cpu,baseline,1000000,5000,sync,1.0,0.0,0.0,0.0002,0.0,0.0,1e-06,0.0
tb_cpu,baseline,1000000,10000,file_io,25.0,0.0,0.0,0.0025,0.0,0.0,2.5e-05,0.0
tb_cpu,baseline,1000000,10000,memory,30.0,1.3e-05,100.0,0.003,0.0013,0.43333333333333335,3e-05,1.3e-05
tb_cpu,baseline,1000000,10000,other,20.0,0.0,0.0,0.002,0.0,0.0,2e-05,0.0
tb_cpu,baseline,1000000,10000,sync,1.0,0.0,0.0,0.0001,0.0,0.0,1e-06,0.0
tb_cpu,baseline,1000000,50000,file_io,25.0,0.000117,31.54,0.0005,0.00234,4.68,2.5e-05,0.000117
tb_cpu,baseline,1000000,50000,memory,30.0,0.000202,54.45,0.0006,0.00404,6.733333333333333,3e-05,0.000202
tb_cpu,baseline,1000000,50000,other,20.0,4.9000000000000005e-05,13.22,0.0004,0.0009800000000000002,2.45,2e-05,4.9000000000000005e-05
tb_cpu,baseline,1000000,50000,sync,1.0,3e-06,0.81,2e-05,6e-05,3.0,1e-06,3e-06
tb_cpu,baseline,1000000,100000,file_io,25.0,0.0,0.0,0.00025,0.0,0.0,2.5e-05,0.0
tb_cpu,baseline,1000000,100000,memory,30.0,4.2000000000000004e-05,75.0,0.0003,0.00042000000000000007,1.4000000000000001,3e-05,4.2000000000000004e-05
tb_cpu,baseline,1000000,100000,other,20.0,9e-06,16.07,0.0002,9e-05,0.45,2e-05,9e-06
tb_cpu,baseline,1000000,100000,sync,1.0,5e-06,8.93,1e-05,5e-05,5.0,1e-06,5e-06
tb_cpu,baseline,2500000,100,file_io,25.0,0.000142,34.220000000000006,0.25,1.42,5.68,1e-05,5.68e-05
tb_cpu,baseline,2500000,100,memory,30.0,0.000196,47.230000000000004,0.3,1.96,6.533333333333333,1.2e-05,7.84e-05
tb_cpu,baseline,2500000,100,other,20.0,7.300000000000003e-05,17.57,0.2,0.7300000000000003,3.6500000000000012,8e-06,2.9200000000000012e-05
tb_cpu,baseline,2500000,100,sync,1.0,4e-06,0.96,0.01,0.04,4.0,4e-07,1.6e-06
tb_cpu,baseline,2500000,5000,file_io,25.0,0.0,0.0,0.005,0.0,0.0,1e-05,0.0
tb_cpu,baseline,2500000,5000,memory,30.0,4.8e-05,72.73,0.006,0.0096,1.6,1.2e-05,1.92e-05
tb_cpu,baseline,2500000,5000,other,20.0,1.5e-05,22.740000000000002,0.004,0.003,0.75,8e-06,6e-06
tb_cpu,baseline,2500000,5000,sync,1.0,3e-06,4.55,0.0002,0.0006,3.0,4e-07,1.2e-06
tb_cpu,baseline,2500000,10000,file_io,25.0,0.0,0.0,0.0025,0.0,0.0,1e-05,0.0
tb_cpu,baseline,2500000,10000,memory,30.0,0.0,0.0,0.003,0.0,0.0,1.2e-05,0.0
tb_cpu,baseline,2500000,10000,other,20.0,0.0,0.0,0.002,0.0,0.0,8e-06,0.0
tb_cpu,baseline,2500000,10000,sync,1.0,0.0,0.0,0.0001,0.0,0.0,4e-07,0.0
tb_cpu,baseline,2500000,50000,file_io,25.0,0.0,0.0,0.0005,0.0,0.0,1e-05,0.0
tb_cpu,baseline,2500000,50000,memory,30.0,0.0,0.0,0.0006,0.0,0.0,1.2e-05,0.0
tb_cpu,baseline,2500000,50000,other,20.0,0.0,0.0,0.0004,0.0,0.0,8e-06,0.0
tb_cpu,baseline,2500000,50000,sync,1.0,0.0,0.0,2e-05,0.0,0.0,4e-07,0.0
tb_cpu,baseline,2500000,100000,file_io,25.0,0.0,0.0,0.00025,0.0,0.0,1e-05,0.0
tb_cpu,baseline,2500000,100000,memory,30.0,0.0,0.0,0.0003,0.0,0.0,1.2e-05,0.0
tb_cpu,baseline,2500000,100000,other,20.0,0.0,0.0,0.0002,0.0,0.0,8e-06,0.0
tb_cpu,baseline,2500000,100000,sync,1.0,0.0,0.0,1e-05,0.0,0.0,4e-07,0.0
