backend,variant,key,iterations,vary_x1,vary_x2,metric,y1,y2,elasticity
tb_cpu,kernels,sync,5000,2500000,5000000,usec_per_iter,0.0006,0.0008,0.41503749927884487
tb_cpu,kernels,sync,5000,5000000,7500000,usec_per_iter,0.0008,0.0006,-0.7095112913514577
tb_cpu,kernels,sync,5000,7500000,10000000,usec_per_iter,0.0006,0.0,nan
tb_cpu,kernels,file_io,100000,1000000,2500000,usec_per_iter,0.0,0.00148,nan
tb_cpu,kernels,file_io,100000,2500000,5000000,usec_per_iter,0.00148,0.00039,-1.924051146766702
tb_cpu,kernels,file_io,100000,5000000,7500000,usec_per_iter,0.00039,0.0,nan
tb_cpu,kernels,file_io,100000,7500000,10000000,usec_per_iter,0.0,0.0,nan
tb_cpu,kernels,memory,100000,1000000,2500000,usec_per_iter,0.0,0.0021999999999999997,nan
tb_cpu,kernels,memory,100000,2500000,5000000,usec_per_iter,0.0021999999999999997,0.00124,-0.8271634031377846
tb_cpu,kernels,memory,100000,5000000,7500000,usec_per_iter,0.00124,0.0,nan
tb_cpu,kernels,memory,100000,7500000,10000000,usec_per_iter,0.0,0.0004999999999999999,nan
tb_cpu,kernels,other,100000,1000000,2500000,usec_per_iter,0.0,0.00349,nan
tb_cpu,kernels,other,100000,2500000,5000000,usec_per_iter,0.00349,0.00026999999999999995,-3.692195724046183
tb_cpu,kernels,other,100000,5000000,7500000,usec_per_iter,0.00026999999999999995,0.0,nan
tb_cpu,kernels,other,100000,7500000,10000000,usec_per_iter,0.0,7e-05,nan
tb_cpu,kernels,sync,100000,1000000,2500000,usec_per_iter,0.0,4e-05,nan
tb_cpu,kernels,sync,100000,2500000,5000000,usec_per_iter,4e-05,3e-05,-0.41503749927884487
tb_cpu,kernels,sync,100000,5000000,7500000,usec_per_iter,3e-05,0.0,nan
tb_cpu,kernels,sync,100000,7500000,10000000,usec_per_iter,0.0,4e-05,nan
tb_cuda,alloc,file_io,100,1000000,2500000,usec_per_iter,1.0999999999999999,0.0,nan
tb_cuda,alloc,file_io,100,2500000,5000000,usec_per_iter,0.0,0.0,nan
tb_cuda,alloc,file_io,100,5000000,7500000,usec_per_iter,0.0,1.75,nan
tb_cuda,alloc,file_io,100,7500000,10000000,usec_per_iter,1.75,2.37,1.054199049064654
tb_cuda,alloc,memory,100,1000000,2500000,usec_per_iter,2.8000000000000007,0.14,-3.2694123920980873
tb_cuda,alloc,memory,100,2500000,5000000,usec_per_iter,0.14,0.0,nan
tb_cuda,alloc,memory,100,5000000,7500000,usec_per_iter,0.0,3.6700000000000004,nan
tb_cuda,alloc,memory,100,7500000,10000000,usec_per_iter,3.6700000000000004,3.7700000000000005,0.09344808720378765
tb_cuda,alloc,other,100,1000000,2500000,usec_per_iter,0.45000000000000007,0.0,nan
tb_cuda,alloc,other,100,2500000,5000000,usec_per_iter,0.0,0.0,nan
tb_cuda,alloc,other,100,5000000,7500000,usec_per_iter,0.0,0.6300000000000001,nan
tb_cuda,alloc,other,100,7500000,10000000,usec_per_iter,0.6300000000000001,0.8400000000000003,0.9999999999999981
tb_cuda,alloc,sync,100,1000000,2500000,usec_per_iter,0.1,0.04,-0.999999999999999
tb_cuda,alloc,sync,100,2500000,5000000,usec_per_iter,0.04,0.0,nan
tb_cuda,alloc,sync,100,5000000,7500000,usec_per_iter,0.0,0.09,nan
tb_cuda,alloc,sync,100,7500000,10000000,usec_per_iter,0.09,0.08,-0.40942083965320764
tb_cuda,alloc,file_io,5000,1000000,2500000,usec_per_iter,0.033800000000000004,0.0,nan
tb_cuda,alloc,file_io,5000,2500000,5000000,usec_per_iter,0.0,0.0508,nan
tb_cuda,alloc,file_io,5000,5000000,7500000,usec_per_iter,0.0508,0.0406,-0.55276837265356
tb_cuda,alloc,file_io,5000,7500000,10000000,usec_per_iter,0.0406,0.0158,-3.2805593985455896
tb_cuda,alloc,memory,5000,1000000,2500000,usec_per_iter,0.0684,0.0172,-1.5065779809706639
tb_cuda,alloc,memory,5000,2500000,5000000,usec_per_iter,0.0172,0.07660000000000002,2.1549358272228596
tb_cuda,alloc,memory,5000,5000000,7500000,usec_per_iter,0.07660000000000002,0.0772,0.019243037509662848
tb_cuda,alloc,memory,5000,7500000,10000000,usec_per_iter,0.0772,0.0406,-2.23382494761037
tb_cuda,alloc,other,5000,1000000,2500000,usec_per_iter,0.011200000000000002,0.004200000000000001,-1.070434545382299
tb_cuda,alloc,other,5000,2500000,5000000,usec_per_iter,0.004200000000000001,0.017400000000000006,2.0506260730699672
tb_cuda,alloc,other,5000,5000000,7500000,usec_per_iter,0.017400000000000006,0.016200000000000003,-0.17623949028699618
tb_cuda,alloc,other,5000,7500000,10000000,usec_per_iter,0.016200000000000003,0.006799999999999999,-3.017527726555775
tb_cuda,alloc,sync,5000,1000000,2500000,usec_per_iter,0.0012,0.0014,0.1682333722965454
tb_cuda,alloc,sync,5000,2500000,5000000,usec_per_iter,0.0014,0.0012,-0.22239242133644882
tb_cuda,alloc,sync,5000,5000000,7500000,usec_per_iter,0.0012,0.0012,0.0
tb_cuda,alloc,sync,5000,7500000,10000000,usec_per_iter,0.0012,0.0014,0.5358369345489754
tb_cuda,alloc,file_io,100000,1000000,2500000,usec_per_iter,0.00028,0.0,nan
tb_cuda,alloc,file_io,100000,2500000,5000000,usec_per_iter,0.0,0.00173,nan
tb_cuda,alloc,file_io,100000,5000000,7500000,usec_per_iter,0.00173,0.0,nan
tb_cuda,alloc,file_io,100000,7500000,10000000,usec_per_iter,0.0,0.00069,nan
tb_cuda,alloc,memory,100000,1000000,2500000,usec_per_iter,0.00122,0.0,nan
tb_cuda,alloc,memory,100000,2500000,5000000,usec_per_iter,0.0,0.00362,nan
tb_cuda,alloc,memory,100000,5000000,7500000,usec_per_iter,0.00362,0.0,nan
tb_cuda,alloc,memory,100000,7500000,10000000,usec_per_iter,0.0,0.00211,nan
