% time     seconds  usecs/call     calls    errors syscall
------ ----------- ----------- --------- --------- ----------------
 99.98   26.338388         263     99992      9316 futex
  0.01    0.003183         122        26           sched_yield
  0.00    0.001082         108        10           munmap
  0.00    0.000335          15        21           mmap
  0.00    0.000288          48         6           fstat
  0.00    0.000126          12        10           mprotect
  0.00    0.000081          27         3           rt_sigprocmask
  0.00    0.000079          79         1         1 ioctl
  0.00    0.000069          17         4           read
  0.00    0.000042           8         5           close
  0.00    0.000032           6         5           openat
  0.00    0.000021          21         1           rseq
  0.00    0.000020          20         1           prlimit64
  0.00    0.000017          17         1           clone3
  0.00    0.000016           8         2           pread64
  0.00    0.000016           5         3           brk
  0.00    0.000014          14         1           write
  0.00    0.000011          11         1           rt_sigaction
  0.00    0.000010          10         1           set_tid_address
  0.00    0.000010          10         1           madvise
  0.00    0.000008           8         1           getrandom
  0.00    0.000006           6         1           set_robust_list
  0.00    0.000000           0         1         1 faccessat
  0.00    0.000000           0         1           execve
------ ----------- ----------- --------- --------- ----------------
100.00   26.343854         263    100099      9318 total
