% time     seconds  usecs/call     calls    errors syscall
------ ----------- ----------- --------- --------- ----------------
 99.67    1.180671         235      5003       485 futex
  0.09    0.001110         123         9           munmap
  0.08    0.000949         474         2           sched_yield
  0.04    0.000490          23        21           mmap
  0.02    0.000292          48         6           fstat
  0.02    0.000226          75         3           rt_sigprocmask
  0.01    0.000167         167         1           execve
  0.01    0.000145          14        10           mprotect
  0.01    0.000102          20         5           openat
  0.01    0.000085          85         1         1 ioctl
  0.01    0.000073          14         5           close
  0.00    0.000057          19         3           brk
  0.00    0.000047          11         4           read
  0.00    0.000046          46         1           clone3
  0.00    0.000027          13         2           pread64
  0.00    0.000014          14         1         1 faccessat
  0.00    0.000013          13         1           madvise
  0.00    0.000013          13         1           prlimit64
  0.00    0.000013          13         1           getrandom
  0.00    0.000013          13         1           rseq
  0.00    0.000012          12         1           set_tid_address
  0.00    0.000012          12         1           rt_sigaction
  0.00    0.000009           9         1           set_robust_list
  0.00    0.000006           6         1           write
------ ----------- ----------- --------- --------- ----------------
100.00    1.184592         232      5085       487 total
