% time     seconds  usecs/call     calls    errors syscall
------ ----------- ----------- --------- --------- ----------------
 99.94   24.044109         240     99998      9099 futex
  0.04    0.010312        1031        10           munmap
  0.01    0.001599          72        22           sched_yield
  0.00    0.000576          27        21           mmap
  0.00    0.000407          67         6           fstat
  0.00    0.000278          92         3           rt_sigprocmask
  0.00    0.000259          25        10           mprotect
  0.00    0.000141          28         5           openat
  0.00    0.000115         115         1         1 ioctl
  0.00    0.000104          26         4           read
  0.00    0.000102          20         5           close
  0.00    0.000078          78         1           clone3
  0.00    0.000050          50         1           madvise
  0.00    0.000035          11         3           brk
  0.00    0.000028          14         2           pread64
  0.00    0.000023          23         1           set_tid_address
  0.00    0.000019          19         1           getrandom
  0.00    0.000018          18         1           rseq
  0.00    0.000015          15         1         1 faccessat
  0.00    0.000013          13         1           set_robust_list
  0.00    0.000013          13         1           rt_sigaction
  0.00    0.000013          13         1           prlimit64
  0.00    0.000000           0         1           write
  0.00    0.000000           0         1           execve
------ ----------- ----------- --------- --------- ----------------
100.00   24.058307         240    100101      9101 total
