run,count,mean_ms,p50_ms,p95_ms,p99_ms,max_ms,min_ms,stdev_ms
lc_alone_stable_r1,300,21.52023294,21.000228,24.000259,25.00027001,25.000271,19.000205,1.1607988207400373
lc_alone_stable_r2,300,28.2269721,27.000292,38.000411,47.02050920999998,88.000953,20.000216,6.5533224546615205
lc_alone_stable_r3,300,21.663567646666667,22.000237,24.00026,25.000271,27.000292,19.000205,1.3819295317995781
lc_vs_1_be_chunked_r1,300,28.426974283333333,28.000303,35.000379,62.01067110999999,75.000812,20.000216,6.548421168010572
lc_vs_1_be_chunked_r2,300,24.240262236666666,24.00026,28.000303,29.01031409999999,35.000379,20.000216,2.1935990494150364
lc_vs_1_be_chunked_r3,300,22.920247903333333,22.000238,28.000302050000002,37.090401959999916,70.000757,19.000205,4.55079614560023
lc_vs_4_be_long_r1,300,31.0236691,31.000335,40.000433,50.02054121999998,59.000638,22.000238,4.941461612944787
lc_vs_4_be_long_r2,300,40.16710127,32.000346,99.05107155,137.09148297999994,221.002391,23.000249,24.398004053128595
lc_vs_4_be_long_r3,300,30.193659903333334,30.000324,38.000411,45.000486,46.000498,23.000248,4.314131320147994
