run,lc_request_count,lc_p95_ms,lc_p99_ms,mean_union_overlap_ms,p95_union_overlap_ms,mean_union_overlap_frac,mean_weighted_overlap_ms,p95_weighted_overlap_ms,mean_weighted_overlap_frac,mean_overlap_count,p95_overlap_count,mean_max_concurrent_be,p95_max_concurrent_be,duration_vs_union_overlap_corr,duration_vs_weighted_overlap_corr,slow_request_threshold_ms,slow_request_count,slow_mean_union_overlap_ms,normal_mean_union_overlap_ms,slow_mean_weighted_overlap_ms,normal_mean_weighted_overlap_ms,slow_mean_overlap_count,normal_mean_overlap_count,slow_mean_max_concurrent_be,normal_mean_max_concurrent_be
lc_vs_1_be_chunked_r1,300,35.000379,62.01067110999999,21.603567123333335,33.05035845000001,0.7632848261912081,21.603567123333335,33.05035845000001,0.7632848261912081,0.9,2.0,0.7833333333333333,1.0,0.09808753505603926,0.09808753505603926,35.000379,16,22.312741437499998,21.56361364084507,22.3127414375,21.56361364084507,0.75,0.9084507042253521,0.625,0.7922535211267606
lc_vs_1_be_chunked_r2,300,28.000303,29.01031409999999,18.776869803333334,27.05029350000001,0.7634499470333332,18.776869803333334,27.05029350000001,0.7634499470333334,0.8833333333333333,2.0,0.7833333333333333,1.0,0.46680050086553376,0.46680050086553376,28.000303,18,27.166960666666668,18.24133208865248,27.166960666666665,18.241332088652484,1.0555555555555556,0.8723404255319149,0.9444444444444444,0.7730496453900709
lc_vs_1_be_chunked_r3,300,28.000302050000002,37.090401959999916,17.30352049,25.000270049999997,0.7814119911759597,17.30352049,25.000270049999997,0.7814119911759597,0.9266666666666666,2.0,0.8033333333333333,1.0,-0.2634995725131969,-0.2634995725131969,28.000302050000002,15,7.333412666666667,17.828263007017544,7.333412666666667,17.828263007017544,0.3333333333333333,0.9578947368421052,0.26666666666666666,0.8315789473684211
lc_vs_4_be_long_r1,300,40.000433,50.02054121999998,31.0236691,40.000433,1.0,122.80466242333333,160.001732,3.9594520745022384,4.316666666666666,5.0,4,4.0,1.0000000000000002,0.9953160956695498,40.000433,17,44.353421294117645,30.22294193639576,174.70777358823528,119.68680768904593,4.588235294117647,4.30035335689046,4,4
lc_vs_4_be_long_r2,300,99.05107155,137.09148297999994,39.86376465666667,89.10096405000003,0.9969844712470816,154.98167687666665,344.60373040000013,3.9184919008434598,4.4366666666666665,7.0,4,4.0,0.9939861419069006,0.9720893618283186,99.05107155,15,124.06800913333333,35.43196231578948,449.93820146666667,139.45764926666666,5.466666666666667,4.382456140350877,4,4
lc_vs_4_be_long_r3,300,38.000411,45.000486,30.193659903333334,38.000411,1.0,119.31795717666667,149.15161360000005,3.9532717150599166,4.34,5.0,3.9966666666666666,4.0,1.0000000000000002,0.9845136411838137,38.000411,19,41.10570778947368,29.455834601423486,160.8438450526316,116.51015692882562,4.315789473684211,4.341637010676156,3.9473684210526314,4
