bytes,control_io,file_io,memory,other,sync
1000000,1.1e-05,0.003147,0.02482,0.0034479999999999,1.679672
2500000,4e-07,0.0005684,0.0034027999999999,0.0003192,0.18336
5000000,2.8e-05,0.0003906,0.0039546,0.0003284,0.3888558
7500000,2.5333333333333338e-06,0.0001813333333333,0.0011814666666666,0.0001794666666666,0.1532142666666666
10000000,1e-07,0.0003128999999999,0.0032745,0.0001278,0.2517502
