backend,variant,bytes,iterations,key,calls,seconds,usec_per_iter,calls_per_iter
tb_cuda,kernels,10000000,100,file_io,40.0,2.3e-05,0.23,0.4
tb_cuda,kernels,10000000,100,memory,55.0,0.000147,1.4700000000000002,0.55
tb_cuda,kernels,10000000,100,other,23.0,2.5999999999999995e-05,0.2599999999999999,0.23
tb_cuda,kernels,10000000,100,sync,2.0,8e-06,0.08,0.02
tb_cuda,kernels,10000000,5000,file_io,40.0,0.000237,0.0474,0.008
tb_cuda,kernels,10000000,5000,memory,55.0,0.000337,0.0674,0.011
tb_cuda,kernels,10000000,5000,other,23.0,8.500000000000002e-05,0.017,0.0046
tb_cuda,kernels,10000000,5000,sync,2.0,0.0,0.0,0.0004
tb_cuda,kernels,10000000,10000,file_io,40.0,0.0002459999999999,0.0245999999999999,0.004
tb_cuda,kernels,10000000,10000,memory,55.0,0.000419,0.0419,0.0055
tb_cuda,kernels,10000000,10000,other,23.0,0.0001399999999999,0.0139999999999999,0.0023
tb_cuda,kernels,10000000,10000,sync,2.0,1e-05,0.001,0.0002
tb_cuda,kernels,10000000,50000,file_io,40.0,0.0,0.0,0.0008
tb_cuda,kernels,10000000,50000,memory,55.0,0.0,0.0,0.0011
tb_cuda,kernels,10000000,50000,other,23.0,0.0,0.0,0.00046
tb_cuda,kernels,10000000,50000,sync,2.0,0.0,0.0,4e-05
tb_cuda,kernels,10000000,100000,file_io,40.0,0.000251,0.0025099999999999,0.0004
tb_cuda,kernels,10000000,100000,memory,55.0,0.00031,0.0031,0.00055
tb_cuda,kernels,10000000,100000,other,23.0,0.000359,0.00359,0.00023
tb_cuda,kernels,10000000,100000,sync,2.0,0.0,0.0,2e-05
