backend,variant,bytes,iterations,key,calls,seconds,usec_per_iter,calls_per_iter
tb_cpu,kernels,10000000,5000,access,1.0,0.0,0.0,0.0002
tb_cpu,kernels,10000000,5000,arch_prctl,1.0,0.0,0.0,0.0002
tb_cpu,kernels,10000000,5000,brk,3.0,0.0,0.0,0.0006
tb_cpu,kernels,10000000,5000,close,4.0,0.0,0.0,0.0008
tb_cpu,kernels,10000000,5000,fstat,4.0,0.0,0.0,0.0008
tb_cpu,kernels,10000000,5000,mmap,21.0,0.0,0.0,0.0042
tb_cpu,kernels,10000000,5000,mprotect,6.0,0.0,0.0,0.0012
tb_cpu,kernels,10000000,5000,newfstatat,8.0,0.0,0.0,0.0016
tb_cpu,kernels,10000000,5000,openat,15.0,0.0,0.0,0.003
tb_cpu,kernels,10000000,5000,pread64,2.0,0.0,0.0,0.0004
tb_cpu,kernels,10000000,5000,read,4.0,0.0,0.0,0.0008
tb_cuda,kernels,10000000,5000,access,1.0,6e-06,0.0012,0.0002
tb_cuda,kernels,10000000,5000,arch_prctl,1.0,3e-06,0.0006,0.0002
tb_cuda,kernels,10000000,5000,brk,3.0,0.0,0.0,0.0006
tb_cuda,kernels,10000000,5000,close,8.0,2.7e-05,0.0054,0.0016
tb_cuda,kernels,10000000,5000,fstat,8.0,3e-05,0.006,0.0016
tb_cuda,kernels,10000000,5000,mmap,39.0,0.000284,0.0568,0.0078
tb_cuda,kernels,10000000,5000,mprotect,11.0,4.3e-05,0.0086,0.0022
tb_cuda,kernels,10000000,5000,munmap,2.0,1e-05,0.002,0.0004
tb_cuda,kernels,10000000,5000,newfstatat,7.0,3.7e-05,0.0074,0.0014
tb_cuda,kernels,10000000,5000,openat,22.0,0.000173,0.0346,0.0044
tb_cuda,kernels,10000000,5000,pread64,2.0,6e-06,0.0012,0.0004
tb_cuda,kernels,10000000,5000,read,8.0,3.1e-05,0.0062,0.0016
