% time     seconds  usecs/call     calls    errors syscall
------ ----------- ----------- --------- --------- ----------------
 94.82    0.082866        6905        12         3 futex
  1.71    0.001498          93        16           munmap
  1.21    0.001054        1054         1           clone3
  0.76    0.000661          19        34           mmap
  0.31    0.000274          19        14           mprotect
  0.28    0.000249          13        18         5 openat
  0.14    0.000126          10        12           read
  0.13    0.000115           8        14           fstat
  0.12    0.000109           8        13           close
  0.11    0.000093          93         1           sched_yield
  0.09    0.000078           9         8           brk
  0.06    0.000051          51         1           write
  0.05    0.000048          12         4           newfstatat
  0.04    0.000038          12         3           rt_sigprocmask
  0.03    0.000027          13         2           pread64
  0.02    0.000018          18         1           set_robust_list
  0.02    0.000016          16         1           madvise
  0.02    0.000015           7         2           lseek
  0.01    0.000012          12         1           prlimit64
  0.01    0.000012          12         1           getrandom
  0.01    0.000011          11         1           rseq
  0.01    0.000009           9         1           set_tid_address
  0.01    0.000008           8         1           rt_sigaction
  0.01    0.000006           6         1         1 ioctl
  0.00    0.000000           0         1         1 faccessat
  0.00    0.000000           0         1           execve
------ ----------- ----------- --------- --------- ----------------
100.00    0.087394         529       165        10 total
