% time     seconds  usecs/call     calls    errors syscall
------ ----------- ----------- --------- --------- ----------------
 98.76    0.731539       73153        10         1 futex
  0.65    0.004789         239        20           munmap
  0.14    0.001058          27        38           mmap
  0.07    0.000509           4       121           brk
  0.07    0.000491          35        14           fstat
  0.06    0.000422          30        14           mprotect
  0.05    0.000381          21        18         5 openat
  0.04    0.000268          22        12           read
  0.03    0.000212          16        13           close
  0.03    0.000203         203         1           execve
  0.02    0.000182          60         3           rt_sigprocmask
  0.02    0.000159         159         1           sched_yield
  0.01    0.000108          27         4           newfstatat
  0.01    0.000049          49         1         1 ioctl
  0.01    0.000040          40         1           rseq
  0.00    0.000037          37         1           set_tid_address
  0.00    0.000037          37         1           clone3
  0.00    0.000035          17         2           lseek
  0.00    0.000035          17         2           pread64
  0.00    0.000033          33         1           madvise
  0.00    0.000030          30         1           write
  0.00    0.000022          22         1           prlimit64
  0.00    0.000017          17         1         1 faccessat
  0.00    0.000016          16         1           rt_sigaction
  0.00    0.000012          12         1           set_robust_list
  0.00    0.000012          12         1           getrandom
------ ----------- ----------- --------- --------- ----------------
100.00    0.740696        2608       284         8 total
