% time     seconds  usecs/call     calls    errors syscall
------ ----------- ----------- --------- --------- ----------------
 86.76    0.027441        2744        10         1 futex
  3.07    0.000971          60        16           munmap
  3.05    0.000965          28        34           mmap
  1.27    0.000402          28        14           mprotect
  0.93    0.000294          98         3           rt_sigprocmask
  0.92    0.000291          16        18         5 openat
  0.81    0.000257          21        12           read
  0.67    0.000212          16        13           close
  0.64    0.000201          14        14           fstat
  0.58    0.000184         184         1           execve
  0.31    0.000099          12         8           brk
  0.17    0.000055          55         1           set_robust_list
  0.14    0.000044          11         4           newfstatat
  0.14    0.000044          44         1           clone3
  0.10    0.000033          16         2           pread64
  0.08    0.000025          25         1           prlimit64
  0.08    0.000024          12         2           lseek
  0.05    0.000015          15         1           set_tid_address
  0.04    0.000014          14         1         1 faccessat
  0.04    0.000014          14         1           madvise
  0.04    0.000014          14         1           rseq
  0.04    0.000013          13         1           getrandom
  0.03    0.000010          10         1           sched_yield
  0.02    0.000006           6         1           rt_sigaction
  0.00    0.000000           0         1         1 ioctl
  0.00    0.000000           0         1           write
------ ----------- ----------- --------- --------- ----------------
100.00    0.031628         194       163         8 total
