% time     seconds  usecs/call     calls    errors syscall
------ ----------- ----------- --------- --------- ----------------
 78.11    0.009548         954        10         1 futex
  5.58    0.000682          20        34           mmap
  5.28    0.000645          40        16           munmap
  2.50    0.000305          21        14           mprotect
  1.80    0.000220          12        18         5 openat
  1.11    0.000136          11        12           read
  1.02    0.000125           9        13           close
  0.94    0.000115           8        14           fstat
  0.92    0.000113          56         2           pread64
  0.44    0.000054          13         4           newfstatat
  0.36    0.000044           4         9           brk
  0.36    0.000044          44         1           clone3
  0.32    0.000039          39         1           set_robust_list
  0.26    0.000032          10         3           rt_sigprocmask
  0.21    0.000026          13         2           lseek
  0.14    0.000017          17         1           rseq
  0.13    0.000016          16         1           getrandom
  0.12    0.000015          15         1           sched_yield
  0.10    0.000012          12         1           set_tid_address
  0.10    0.000012          12         1           madvise
  0.09    0.000011          11         1           rt_sigaction
  0.09    0.000011          11         1           prlimit64
  0.02    0.000002           2         1           write
  0.00    0.000000           0         1         1 ioctl
  0.00    0.000000           0         1         1 faccessat
  0.00    0.000000           0         1           execve
------ ----------- ----------- --------- --------- ----------------
100.00    0.012224          74       164         8 total
