% time     seconds  usecs/call     calls    errors syscall
------ ----------- ----------- --------- --------- ----------------
 93.87    0.070093        7788         9           futex
  1.57    0.001171          73        16           munmap
  1.44    0.001075          31        34           mmap
  0.61    0.000456          25        18         5 openat
  0.48    0.000362          25        14           fstat
  0.46    0.000341          28        12           read
  0.41    0.000304          21        14           mprotect
  0.30    0.000223          17        13           close
  0.18    0.000137         137         1           clone3
  0.12    0.000093          11         8           brk
  0.11    0.000084          21         4           newfstatat
  0.07    0.000055          18         3           rt_sigprocmask
  0.07    0.000050          25         2           pread64
  0.06    0.000046          46         1           set_tid_address
  0.05    0.000041          41         1           rt_sigaction
  0.04    0.000031          31         1           set_robust_list
  0.04    0.000029          14         2           lseek
  0.03    0.000024          24         1           rseq
  0.02    0.000016          16         1           madvise
  0.02    0.000012          12         1           prlimit64
  0.02    0.000012          12         1           getrandom
  0.01    0.000010          10         1           sched_yield
  0.01    0.000004           4         1         1 ioctl
  0.00    0.000003           3         1           write
  0.00    0.000000           0         1         1 faccessat
  0.00    0.000000           0         1           execve
------ ----------- ----------- --------- --------- ----------------
100.00    0.074672         460       162         7 total
