% time     seconds  usecs/call     calls    errors syscall
------ ----------- ----------- --------- --------- ----------------
 27.59    0.000612          61        10         1 futex
 25.92    0.000575          17        33           mmap
  8.84    0.000196          12        16           munmap
  8.12    0.000180          12        14           mprotect
  6.99    0.000155           8        18         5 openat
  5.23    0.000116           9        12           read
  3.74    0.000083           6        13           close
  3.16    0.000070           5        14           fstat
  2.80    0.000062          20         3           rt_sigprocmask
  1.22    0.000027          13         2           pread64
  1.17    0.000026          26         1           write
  1.13    0.000025           6         4           newfstatat
  1.04    0.000023          23         1           clone3
  0.77    0.000017          17         1           rseq
  0.59    0.000013           6         2           lseek
  0.50    0.000011          11         1           set_tid_address
  0.50    0.000011          11         1           set_robust_list
  0.41    0.000009           9         1           madvise
  0.23    0.000005           5         1           rt_sigaction
  0.09    0.000002           2         1         1 ioctl
  0.00    0.000000           0         1         1 faccessat
  0.00    0.000000           0         3           brk
  0.00    0.000000           0         1           execve
  0.00    0.000000           0         1           prlimit64
  0.00    0.000000           0         1           getrandom
------ ----------- ----------- --------- --------- ----------------
100.00    0.002218          14       156         8 total
