% time     seconds  usecs/call     calls    errors syscall
------ ----------- ----------- --------- --------- ----------------
 90.87    0.034660        3851         9           futex
  2.11    0.000804          50        16           munmap
  2.04    0.000778          22        34           mmap
  0.87    0.000332          18        18         5 openat
  0.62    0.000238          17        14           mprotect
  0.57    0.000219          15        14           fstat
  0.52    0.000200          16        12           read
  0.51    0.000194          14        13           close
  0.49    0.000185         185         1           execve
  0.41    0.000155          51         3           rt_sigprocmask
  0.19    0.000074           8         9           brk
  0.15    0.000056          14         4           newfstatat
  0.14    0.000053          26         2           lseek
  0.08    0.000030          30         1           clone3
  0.06    0.000024          12         2           pread64
  0.06    0.000023          23         1         1 faccessat
  0.06    0.000021          21         1           sched_yield
  0.04    0.000015          15         1         1 ioctl
  0.03    0.000013          13         1           madvise
  0.03    0.000012          12         1           set_tid_address
  0.03    0.000012          12         1           prlimit64
  0.03    0.000010          10         1           rt_sigaction
  0.03    0.000010          10         1           getrandom
  0.03    0.000010          10         1           rseq
  0.02    0.000009           9         1           set_robust_list
  0.01    0.000004           4         1           write
------ ----------- ----------- --------- --------- ----------------
100.00    0.038141         233       163         7 total
