% time     seconds  usecs/call     calls    errors syscall
------ ----------- ----------- --------- --------- ----------------
 25.33    0.001375         152         9         2 futex
 18.60    0.001010          63        16           munmap
 14.04    0.000762          23        33           mmap
 12.41    0.000674         674         1           execve
  8.45    0.000459          32        14           mprotect
  4.72    0.000256          14        18         5 openat
  4.24    0.000230          19        12           read
  2.86    0.000155          11        14           fstat
  2.19    0.000119           9        13           close
  2.12    0.000115         115         1         1 ioctl
  0.88    0.000048          48         1           clone3
  0.81    0.000044          11         4           newfstatat
  0.76    0.000041          13         3           rt_sigprocmask
  0.52    0.000028          14         2           pread64
  0.35    0.000019          19         1           madvise
  0.24    0.000013          13         1         1 faccessat
  0.24    0.000013           4         3           brk
  0.24    0.000013          13         1           prlimit64
  0.24    0.000013          13         1           getrandom
  0.24    0.000013          13         1           rseq
  0.18    0.000010          10         1           set_tid_address
  0.18    0.000010          10         1           rt_sigaction
  0.17    0.000009           9         1           set_robust_list
  0.00    0.000000           0         2           lseek
  0.00    0.000000           0         1           write
------ ----------- ----------- --------- --------- ----------------
100.00    0.005429          35       155         9 total
