iterations,control_io,file_io,memory,other,sync
100,1.16,14.659999999999998,37.65,13.38,69.98
5000,0.002,0.3357999999999999,1.0372,0.4258,30.6124
100000,0.00075,0.0193099999999999,0.43167,0.01179,108.68035
