run,phase_type,count,mean_ms,p50_ms,p95_ms,p99_ms,max_ms,min_ms,stdev_ms
pair2_chunk1_lc_alone_after,LC_REQUEST,300,22.74355947,22.000218,31.000308,34.000338,34.000339,20.000198,2.987873890893518
pair2_chunk1_lc_alone_before,LC_DECODE_STEP,300,4.89671516,5.000049,7.00007,8.00008,10.000099,3.000029,1.2980647227406628
pair2_chunk1_lc_alone_before,LC_PREFILL_SUBMISSION,300,3.2066984300000003,3.00003,5.000049,6.00005901,6.00006,2.00002,0.636643224578868
pair2_chunk1_lc_alone_before,LC_PREFILL_SYNC,300,3.1566979733333334,3.00003,4.00004,6.00006,7.00007,2.000019,0.5772691327900646
pair2_chunk1_lc_alone_before,LC_REQUEST,300,22.693558103333334,22.000218,30.000297,33.000327,34.000337,20.000198,2.6664199493589984
pair2_chunk1_lc_vs_1_be_chunked,LC_DECODE_STEP,300,5.083383853333333,5.00005,8.000079,8.010080089999992,10.0001,2.00002,1.3986714631943817
pair2_chunk1_lc_vs_1_be_chunked,LC_PREFILL_SUBMISSION,300,3.18669834,3.00003,5.000049,6.00005901,7.000069,2.000019,0.8045657614240267
pair2_chunk1_lc_vs_1_be_chunked,LC_PREFILL_SYNC,300,3.090030646666667,3.00003,4.00004,6.000059,6.00006,2.000019,0.741897749844985
pair2_chunk1_lc_vs_1_be_chunked,LC_REQUEST,300,23.3102314,23.000228,31.000307,33.000327,34.000338,19.000189,2.7748365391165875
pair2_long4_lc_alone_after,LC_DECODE_STEP,300,4.713379203333333,4.000039,7.050069450000011,9.000088,11.000106,2.000019,1.408714189168932
pair2_long4_lc_alone_after,LC_PREFILL_SUBMISSION,300,3.0000292133333333,3.000029,4.000039,6.000059,6.000059,2.000019,0.5486431180032751
pair2_long4_lc_alone_after,LC_PREFILL_SYNC,300,3.06336313,3.000029,4.000039,6.000059,7.000069,2.000019,0.6588710634718106
pair2_long4_lc_alone_after,LC_REQUEST,300,22.563552886666667,22.000214,30.000292,33.000321,34.000331,20.000194,2.76374107239439
pair2_long4_lc_alone_before,LC_DECODE_STEP,300,4.696712066666667,5.000048,7.000067,8.00007701,10.000097,2.000019,1.255630488951591
pair2_long4_lc_alone_before,LC_PREFILL_SUBMISSION,300,2.8300273566666667,3.000029,3.00003,6.000058,6.000059,1.000009,0.675249559695232
pair2_long4_lc_alone_before,LC_PREFILL_SYNC,300,2.8266940066666666,3.000029,3.0500304500000115,6.000058,7.000068,2.000019,0.7011445970376035
pair2_long4_lc_alone_before,LC_REQUEST,300,23.046889336666666,22.000213,30.00028905,33.00031801,34.000328,20.000193,2.589782728773468
pair2_long4_lc_vs_4_be_long,LC_DECODE_STEP,300,9.20675591,9.000087,14.000135,20.01019408999999,21.000204,4.000039,2.520301166289798
pair2_long4_lc_vs_4_be_long,LC_PREFILL_SUBMISSION,300,2.9633620633333333,3.000029,4.000039,6.000058,6.000059,2.000019,0.680839887423248
pair2_long4_lc_vs_4_be_long,LC_PREFILL_SYNC,300,7.5934068833333335,7.000068,11.000107,12.00011601,12.000117,2.000019,2.5131249285505453
pair2_long4_lc_vs_4_be_long,LC_REQUEST,300,32.450314553333335,32.00031,39.000378049999995,47.00045601,49.000476,23.000223,4.258517009566749
pair3_chunk1_lc_alone_after,LC_DECODE_STEP,300,4.9633829233333335,5.00005,7.00007,8.020080199999983,11.000109,3.000029,1.3594801653842254
pair3_chunk1_lc_alone_after,LC_PREFILL_SUBMISSION,300,3.0633639533333334,3.00003,4.00004,6.00006,6.00006,2.000019,0.6114813066269417
pair3_chunk1_lc_alone_after,LC_PREFILL_SYNC,300,3.0300303000000004,3.00003,4.00004,6.00006,6.00006,2.00002,0.5196204448596081
pair3_chunk1_lc_alone_after,LC_REQUEST,300,22.770227636666664,22.00022,29.00029,32.010320099999994,35.00035,20.0002,2.5818830454535093
pair3_chunk1_lc_alone_before,LC_DECODE_STEP,300,4.900048813333333,5.00005,7.00007,8.00008,8.00008,2.00002,1.4271754676935393
pair3_chunk1_lc_alone_before,LC_PREFILL_SUBMISSION,300,3.0366968933333336,3.00003,4.00004,6.00006,7.00007,2.000019,0.8511275026445264
pair3_chunk1_lc_alone_before,LC_PREFILL_SYNC,300,3.0933641733333337,3.00003,4.00004,6.00006,6.00006,2.000019,0.7615117196365284
pair3_chunk1_lc_alone_before,LC_REQUEST,300,23.28356528,23.000229,30.000299,34.01033909999998,37.000368,18.000179,3.099775560986852
pair3_chunk1_lc_vs_1_be_chunked,LC_DECODE_STEP,300,5.406720626666667,5.00005,8.00008,9.00009,10.000099,2.00002,1.5565173355009458
pair3_chunk1_lc_vs_1_be_chunked,LC_PREFILL_SUBMISSION,300,3.0966975800000003,3.00003,4.00004,6.010060089999992,7.00007,2.00002,0.846398898886088
pair3_chunk1_lc_vs_1_be_chunked,LC_PREFILL_SYNC,300,3.0533638233333336,3.00003,4.050040450000012,6.00006,6.00006,2.000019,0.7826512035199308
pair3_chunk1_lc_vs_1_be_chunked,LC_REQUEST,300,23.523568103333332,23.00023,31.000309,34.000339,36.00036,18.00018,3.002167849489414
pair3_long4_lc_alone_after,LC_DECODE_STEP,300,4.96338203,5.000049,7.000069,9.000088,10.000098,3.000029,1.3067955753397882
pair3_long4_lc_alone_after,LC_PREFILL_SUBMISSION,300,3.0933636733333336,3.000029,4.050040450000012,6.000059,6.000059,2.000019,0.7437361834081188
pair3_long4_lc_alone_after,LC_PREFILL_SYNC,300,3.0733635033333333,3.000029,4.00003905,6.000059,7.000069,2.000019,0.6852224822407614
pair3_long4_lc_alone_after,LC_REQUEST,300,23.04355955,22.000216,30.000294,34.000334,35.000344,19.000186,2.8085410709762564
pair3_long4_lc_alone_before,LC_DECODE_STEP,300,4.70004584,4.000039,7.000069,8.010078089999991,10.000098,2.000019,1.424829775971102
pair3_long4_lc_alone_before,LC_PREFILL_SUBMISSION,300,3.07336332,3.000029,4.000039,6.00005801,7.000069,2.000019,0.6949158060384807
pair3_long4_lc_alone_before,LC_PREFILL_SYNC,300,3.0633632133333335,3.000029,4.000039,6.0100590899999915,8.000078,2.000019,0.663927800702763
pair3_long4_lc_alone_before,LC_REQUEST,300,22.790222333333332,22.000215,30.05029345000001,34.01033208999999,35.000342,20.000195,2.965702126734443
pair3_long4_lc_vs_4_be_long,LC_DECODE_STEP,300,9.030088373333333,9.000088,14.000137,17.000166,18.000176,3.000029,2.1767682693340893
pair3_long4_lc_vs_4_be_long,LC_PREFILL_SUBMISSION,300,2.93002866,3.000029,4.00004,6.000059,6.000059,2.000019,0.7395497177805935
pair3_long4_lc_vs_4_be_long,LC_PREFILL_SYNC,300,7.130069763333333,7.000069,11.000108,11.000108,12.000118,2.000019,2.5978956049249895
pair3_long4_lc_vs_4_be_long,LC_REQUEST,300,31.783644286666668,31.000304,39.000381,41.01040109999999,45.00044,22.000215,4.1166176585602985
