run_label,run_dir,case,worker_config,policy,delay_us,repeat,long_be_workers,chunked_be_workers,total_be_workers,start_order,stagger_sec,lc_iters,be_iters,chunks,lc_inner,be_inner,n,phase_type,count,mean_ms,p50_ms,p95_ms,p99_ms,max_ms,min_ms,stdev_ms
lc_vs_mixed/mixed4/proper/delay_100000/r2,out_delay_mixed4_fixedpolicy_stretch_delays/lc_vs_mixed/mixed4/proper/delay_100000/r2,lc_vs_mixed,mixed4,proper,100000,2,2,2,4,be_first,0.05,50,80,8,64,512,1048576,LC_DECODE_STEP,50,3.02002694,3.000027,4.000036,4.000036,4.000036,2.000017,0.4733769288352423
lc_vs_mixed/mixed4/proper/delay_100000/r2,out_delay_mixed4_fixedpolicy_stretch_delays/lc_vs_mixed/mixed4/proper/delay_100000/r2,lc_vs_mixed,mixed4,proper,100000,2,2,2,4,be_first,0.05,50,80,8,64,512,1048576,LC_PREFILL_SUBMISSION,50,2.78002482,3.000027,3.000027,3.000027,3.000027,2.000017,0.4184558114514573
lc_vs_mixed/mixed4/proper/delay_100000/r2,out_delay_mixed4_fixedpolicy_stretch_delays/lc_vs_mixed/mixed4/proper/delay_100000/r2,lc_vs_mixed,mixed4,proper,100000,2,2,2,4,be_first,0.05,50,80,8,64,512,1048576,LC_PREFILL_SYNC,50,2.8200250600000003,3.000027,3.000027,3.000027,3.000027,2.000017,0.38809138100722934
lc_vs_mixed/mixed4/proper/delay_100000/r2,out_delay_mixed4_fixedpolicy_stretch_delays/lc_vs_mixed/mixed4/proper/delay_100000/r2,lc_vs_mixed,mixed4,proper,100000,2,2,2,4,be_first,0.05,50,80,8,64,512,1048576,LC_REQUEST,50,20.08017876,20.000178,21.000187,22.000196,22.000196,19.000169,0.6951790243933664
lc_vs_mixed/mixed4/proper/delay_100000/r3,out_delay_mixed4_fixedpolicy_stretch_delays/lc_vs_mixed/mixed4/proper/delay_100000/r3,lc_vs_mixed,mixed4,proper,100000,3,2,2,4,be_first,0.05,50,80,8,64,512,1048576,LC_DECODE_STEP,50,3.10002762,3.000027,4.000036,4.000036,4.000036,2.000017,0.6144573813542231
lc_vs_mixed/mixed4/proper/delay_100000/r3,out_delay_mixed4_fixedpolicy_stretch_delays/lc_vs_mixed/mixed4/proper/delay_100000/r3,lc_vs_mixed,mixed4,proper,100000,3,2,2,4,be_first,0.05,50,80,8,64,512,1048576,LC_PREFILL_SUBMISSION,50,2.8000249800000003,3.000027,3.000027,3.000027,3.000027,2.000017,0.4040645432535168
lc_vs_mixed/mixed4/proper/delay_100000/r3,out_delay_mixed4_fixedpolicy_stretch_delays/lc_vs_mixed/mixed4/proper/delay_100000/r3,lc_vs_mixed,mixed4,proper,100000,3,2,2,4,be_first,0.05,50,80,8,64,512,1048576,LC_PREFILL_SYNC,50,2.8400254,3.000027,3.000027,3.000027,3.000027,2.000017,0.37033135743122975
lc_vs_mixed/mixed4/proper/delay_100000/r3,out_delay_mixed4_fixedpolicy_stretch_delays/lc_vs_mixed/mixed4/proper/delay_100000/r3,lc_vs_mixed,mixed4,proper,100000,3,2,2,4,be_first,0.05,50,80,8,64,512,1048576,LC_REQUEST,50,20.3401815,20.000179,21.000188,21.51019208,22.000196,19.000169,0.6580796273641087
lc_vs_mixed/mixed4/proper/delay_25000/r1,out_delay_mixed4_fixedpolicy_stretch_delays/lc_vs_mixed/mixed4/proper/delay_25000/r1,lc_vs_mixed,mixed4,proper,25000,1,2,2,4,be_first,0.05,50,80,8,64,512,1048576,LC_DECODE_STEP,50,4.10003634,3.000027,8.000071,12.590111799999981,17.000151,2.000018,2.434887428244561
lc_vs_mixed/mixed4/proper/delay_25000/r1,out_delay_mixed4_fixedpolicy_stretch_delays/lc_vs_mixed/mixed4/proper/delay_25000/r1,lc_vs_mixed,mixed4,proper,25000,1,2,2,4,be_first,0.05,50,80,8,64,512,1048576,LC_PREFILL_SUBMISSION,50,2.78002474,3.000027,3.000027,3.000027,3.000027,2.000017,0.41845562222143345
