% time     seconds  usecs/call     calls    errors syscall
------ ----------- ----------- --------- --------- ----------------
 97.58    0.440846       44084        10           futex
  1.82    0.008245         433        19           munmap
  0.18    0.000831          22        37           mmap
  0.12    0.000530          29        18         5 openat
  0.05    0.000236          19        12           read
  0.05    0.000208          14        14           mprotect
  0.04    0.000197           3        62           brk
  0.04    0.000175          12        14           fstat
  0.04    0.000162          12        13           close
  0.01    0.000060          60         1           set_robust_list
  0.01    0.000058          58         1           clone3
  0.01    0.000051          12         4           newfstatat
  0.01    0.000046          23         2           pread64
  0.01    0.000031          15         2           lseek
  0.01    0.000029           9         3           rt_sigprocmask
  0.00    0.000018          18         1           set_tid_address
  0.00    0.000017          17         1           madvise
  0.00    0.000013          13         1           prlimit64
  0.00    0.000012          12         1           rseq
  0.00    0.000011          11         1           getrandom
  0.00    0.000010          10         1           rt_sigaction
  0.00    0.000001           1         1         1 ioctl
  0.00    0.000001           1         1           write
  0.00    0.000000           0         1         1 faccessat
  0.00    0.000000           0         1           execve
------ ----------- ----------- --------- --------- ----------------
100.00    0.451788        2035       222         7 total
