% time     seconds  usecs/call     calls    errors syscall
------ ----------- ----------- --------- --------- ----------------
 91.90    0.170011       17001        10         1 futex
  3.29    0.006092          50       121           brk
  2.81    0.005192         136        38           mmap
  0.47    0.000863          47        18         5 openat
  0.27    0.000505          42        12           read
  0.24    0.000436          21        20           munmap
  0.21    0.000386         386         1           clone3
  0.20    0.000368          26        14           mprotect
  0.19    0.000344          26        13           close
  0.15    0.000277          92         3           rt_sigprocmask
  0.11    0.000202          14        14           fstat
  0.04    0.000069          34         2           pread64
  0.04    0.000068          68         1           rseq
  0.03    0.000055          13         4           newfstatat
  0.02    0.000035          35         1         1 faccessat
  0.02    0.000032          16         2           lseek
  0.01    0.000024          24         1           madvise
  0.01    0.000015          15         1           rt_sigaction
  0.01    0.000013          13         1           set_robust_list
  0.01    0.000010          10         1           set_tid_address
  0.00    0.000000           0         1         1 ioctl
  0.00    0.000000           0         1           write
  0.00    0.000000           0         1           execve
  0.00    0.000000           0         1           prlimit64
  0.00    0.000000           0         1           getrandom
------ ----------- ----------- --------- --------- ----------------
100.00    0.184997         653       283         8 total
