% time     seconds  usecs/call     calls    errors syscall
------ ----------- ----------- --------- --------- ----------------
 23.82    0.001426         142        10         1 futex
 18.88    0.001130          33        34           mmap
 14.97    0.000896          49        18         5 openat
 14.12    0.000845          93         9           brk
  5.13    0.000307          23        13           close
  4.53    0.000271          16        16           munmap
  4.16    0.000249          17        14           mprotect
  3.06    0.000183          15        12           read
  2.82    0.000169          12        14           fstat
  2.67    0.000160         160         1           execve
  1.37    0.000082          82         1           sched_yield
  0.85    0.000051          51         1           clone3
  0.72    0.000043          14         3           rt_sigprocmask
  0.68    0.000041          10         4           newfstatat
  0.58    0.000035          17         2           pread64
  0.35    0.000021          10         2           lseek
  0.23    0.000014          14         1           madvise
  0.22    0.000013          13         1         1 faccessat
  0.22    0.000013          13         1           set_robust_list
  0.22    0.000013          13         1           rseq
  0.20    0.000012          12         1           set_tid_address
  0.20    0.000012          12         1           rt_sigaction
  0.00    0.000000           0         1         1 ioctl
  0.00    0.000000           0         1           write
  0.00    0.000000           0         1           prlimit64
  0.00    0.000000           0         1           getrandom
------ ----------- ----------- --------- --------- ----------------
100.00    0.005986          36       164         8 total
