% time     seconds  usecs/call     calls    errors syscall
------ ----------- ----------- --------- --------- ----------------
 99.00    1.149107      127678         9           futex
  0.63    0.007339         386        19           munmap
  0.07    0.000801          21        38           mmap
  0.05    0.000591          32        18         5 openat
  0.04    0.000412         412         1           execve
  0.03    0.000392           3       121           brk
  0.03    0.000328          27        12           read
  0.03    0.000324          23        14           fstat
  0.03    0.000317          22        14           mprotect
  0.03    0.000313          24        13           close
  0.02    0.000290          96         3           rt_sigprocmask
  0.01    0.000098          24         4           newfstatat
  0.01    0.000081          81         1           write
  0.01    0.000065          65         1           clone3
  0.01    0.000064          64         1           set_tid_address
  0.00    0.000029          29         1         1 faccessat
  0.00    0.000027          13         2           pread64
  0.00    0.000022          22         1           getrandom
  0.00    0.000020          10         2           lseek
  0.00    0.000019          19         1         1 ioctl
  0.00    0.000013          13         1           prlimit64
  0.00    0.000012          12         1           madvise
  0.00    0.000012          12         1           rseq
  0.00    0.000009           9         1           set_robust_list
  0.00    0.000008           8         1           rt_sigaction
------ ----------- ----------- --------- --------- ----------------
100.00    1.160693        4130       281         7 total
