% time     seconds  usecs/call     calls    errors syscall
------ ----------- ----------- --------- --------- ----------------
 84.61    0.076454        8494         9           futex
 11.99    0.010833         722        15           munmap
  0.88    0.000795         795         1           clone3
  0.52    0.000469          13        34           mmap
  0.38    0.000341          24        14           fstat
  0.31    0.000281          31         9           brk
  0.27    0.000241          17        14           mprotect
  0.24    0.000217          12        18         5 openat
  0.13    0.000119         119         1         1 ioctl
  0.13    0.000118           9        12           read
  0.12    0.000106           8        13           close
  0.10    0.000093          46         2           lseek
  0.09    0.000083          83         1           set_tid_address
  0.06    0.000052          13         4           newfstatat
  0.04    0.000038          38         1           rseq
  0.04    0.000034          34         1           prlimit64
  0.03    0.000029           9         3           rt_sigprocmask
  0.02    0.000019          19         1           getrandom
  0.02    0.000015          15         1           set_robust_list
  0.01    0.000013          13         1           madvise
  0.01    0.000011          11         1           rt_sigaction
  0.00    0.000000           0         1         1 faccessat
  0.00    0.000000           0         1           write
  0.00    0.000000           0         2           pread64
  0.00    0.000000           0         1           execve
------ ----------- ----------- --------- --------- ----------------
100.00    0.090361         561       161         7 total
