% time     seconds  usecs/call     calls    errors syscall
------ ----------- ----------- --------- --------- ----------------
 26.23    0.001863         186        10         1 futex
 13.36    0.000949          28        33           mmap
 12.07    0.000857          53        16           munmap
  9.18    0.000652          36        18         5 openat
  9.15    0.000650         650         1           execve
  6.95    0.000494          35        14           fstat
  4.81    0.000342          28        12           read
  4.53    0.000322          23        14           mprotect
  4.45    0.000316          24        13           close
  2.17    0.000154          51         3           rt_sigprocmask
  1.86    0.000132         132         1           clone3
  0.94    0.000067          67         1         1 ioctl
  0.89    0.000063          63         1           write
  0.80    0.000057          14         4           newfstatat
  0.53    0.000038          19         2           pread64
  0.48    0.000034          17         2           lseek
  0.32    0.000023          23         1           rt_sigaction
  0.27    0.000019          19         1         1 faccessat
  0.27    0.000019           6         3           brk
  0.20    0.000014          14         1           madvise
  0.18    0.000013          13         1           set_tid_address
  0.18    0.000013          13         1           set_robust_list
  0.17    0.000012          12         1           rseq
  0.00    0.000000           0         1           prlimit64
  0.00    0.000000           0         1           getrandom
------ ----------- ----------- --------- --------- ----------------
100.00    0.007103          45       156         8 total
