% time     seconds  usecs/call     calls    errors syscall
------ ----------- ----------- --------- --------- ----------------
 92.87    0.189921       18992        10         1 futex
  4.94    0.010098         531        19           munmap
  0.44    0.000901          24        37           mmap
  0.43    0.000875          14        62           brk
  0.34    0.000689          38        18         5 openat
  0.22    0.000451          32        14           mprotect
  0.13    0.000269         269         1           execve
  0.12    0.000254          18        14           fstat
  0.12    0.000251          20        12           read
  0.11    0.000222          17        13           close
  0.06    0.000128         128         1           clone3
  0.06    0.000114         114         1           sched_yield
  0.03    0.000071          17         4           newfstatat
  0.02    0.000045          22         2           lseek
  0.02    0.000035          17         2           pread64
  0.02    0.000035          11         3           rt_sigprocmask
  0.01    0.000024          24         1           prlimit64
  0.01    0.000024          24         1           getrandom
  0.01    0.000021          21         1           set_tid_address
  0.01    0.000018          18         1         1 faccessat
  0.01    0.000015          15         1           madvise
  0.01    0.000012          12         1           rseq
  0.01    0.000011          11         1           set_robust_list
  0.00    0.000010          10         1           rt_sigaction
  0.00    0.000001           1         1         1 ioctl
  0.00    0.000001           1         1           write
------ ----------- ----------- --------- --------- ----------------
100.00    0.204496         917       223         8 total
