% time     seconds  usecs/call     calls    errors syscall
------ ----------- ----------- --------- --------- ----------------
 95.54    0.076174        7617        10         1 futex
  1.60    0.001272          74        17           munmap
  0.85    0.000674          19        35           mmap
  0.34    0.000269          14        18         5 openat
  0.33    0.000260          18        14           mprotect
  0.26    0.000210          16        13           close
  0.23    0.000180          15        12           read
  0.21    0.000167          11        14           brk
  0.16    0.000124           8        14           fstat
  0.11    0.000084          28         3           rt_sigprocmask
  0.09    0.000070          70         1           write
  0.06    0.000050          25         2           pread64
  0.05    0.000039           9         4           newfstatat
  0.05    0.000039          39         1           clone3
  0.04    0.000033          16         2           lseek
  0.03    0.000026          26         1           set_robust_list
  0.02    0.000016          16         1           rseq
  0.02    0.000014          14         1           madvise
  0.02    0.000012          12         1           set_tid_address
  0.01    0.000010          10         1           rt_sigaction
  0.01    0.000007           7         1         1 ioctl
  0.00    0.000000           0         1         1 faccessat
  0.00    0.000000           0         1           execve
  0.00    0.000000           0         1           prlimit64
  0.00    0.000000           0         1           getrandom
------ ----------- ----------- --------- --------- ----------------
100.00    0.079730         468       170         8 total
