% time     seconds  usecs/call     calls    errors syscall
------ ----------- ----------- --------- --------- ----------------
 84.90    0.016167        1796         9           futex
  4.22    0.000804          50        16           munmap
  2.32    0.000442          13        34           mmap
  1.76    0.000336          28        12           read
  1.51    0.000288          20        14           mprotect
  1.09    0.000207          23         9           brk
  0.91    0.000173           9        18         5 openat
  0.71    0.000135          45         3           rt_sigprocmask
  0.57    0.000109           7        14           fstat
  0.54    0.000102           7        13           close
  0.27    0.000052          26         2           lseek
  0.25    0.000048          48         1           set_tid_address
  0.22    0.000042          10         4           newfstatat
  0.19    0.000036          36         1           clone3
  0.09    0.000017          17         1         1 ioctl
  0.09    0.000017          17         1           set_robust_list
  0.08    0.000016          16         1           madvise
  0.07    0.000013          13         1           rt_sigaction
  0.06    0.000012          12         1           getrandom
  0.06    0.000012          12         1           rseq
  0.06    0.000011          11         1           prlimit64
  0.02    0.000003           3         1           write
  0.00    0.000000           0         1         1 faccessat
  0.00    0.000000           0         2           pread64
  0.00    0.000000           0         1           execve
------ ----------- ----------- --------- --------- ----------------
100.00    0.019042         117       162         7 total
