backend,variant,key,bytes,vary_x1,vary_x2,metric,y1,y2,elasticity
tb_cpu,alloc,futex,5000000,50000,100000,usec_per_iter,6e-05,0.0,nan
tb_cpu,alloc,getrandom,5000000,100,5000,usec_per_iter,0.0,0.0008,nan
tb_cpu,alloc,getrandom,5000000,5000,10000,usec_per_iter,0.0008,0.0004,-1.0
tb_cpu,alloc,getrandom,5000000,10000,50000,usec_per_iter,0.0004,8e-05,-1.0000000000000004
tb_cpu,alloc,getrandom,5000000,50000,100000,usec_per_iter,8e-05,4e-05,-1.0
tb_cpu,alloc,mmap,5000000,100,5000,usec_per_iter,1.77,0.0308,-1.035581879239221
tb_cpu,alloc,mmap,5000000,5000,10000,usec_per_iter,0.0308,0.0148,-1.057333175065952
tb_cpu,alloc,mmap,5000000,10000,50000,usec_per_iter,0.0148,0.00318,-0.9554553003242668
tb_cpu,alloc,mmap,5000000,50000,100000,usec_per_iter,0.00318,0.0,nan
tb_cpu,alloc,mprotect,5000000,100,5000,usec_per_iter,0.22,0.0078,-0.8536513737324833
tb_cpu,alloc,mprotect,5000000,5000,10000,usec_per_iter,0.0078,0.0041,-0.9278502142441643
tb_cpu,alloc,mprotect,5000000,10000,50000,usec_per_iter,0.0041,0.00084,-0.9850273493665779
tb_cpu,alloc,mprotect,5000000,50000,100000,usec_per_iter,0.00084,0.0,nan
tb_cpu,alloc,newfstatat,5000000,100,5000,usec_per_iter,0.68,0.0114,-1.045106186005735
tb_cpu,alloc,newfstatat,5000000,5000,10000,usec_per_iter,0.0114,0.0,nan
tb_cpu,alloc,newfstatat,5000000,10000,50000,usec_per_iter,0.0,0.00094,nan
tb_cpu,alloc,newfstatat,5000000,50000,100000,usec_per_iter,0.00094,0.0,nan
tb_cpu,alloc,openat,5000000,100,5000,usec_per_iter,1.21,0.0224,-1.0197574692670262
tb_cpu,alloc,openat,5000000,5000,10000,usec_per_iter,0.0224,0.0045,-2.3155018257279294
tb_cpu,alloc,openat,5000000,10000,50000,usec_per_iter,0.0045,0.00224,-0.43344420155623126
tb_cpu,alloc,openat,5000000,50000,100000,usec_per_iter,0.00224,0.0,nan
tb_cpu,alloc,pread64,5000000,100,5000,usec_per_iter,0.09,0.0016,-1.0301079608920887
tb_cpu,alloc,pread64,5000000,5000,10000,usec_per_iter,0.0016,0.0009,-0.8300749985576884
tb_cpu,alloc,pread64,5000000,10000,50000,usec_per_iter,0.0009,0.00012,-1.2519296364125931
tb_cpu,alloc,pread64,5000000,50000,100000,usec_per_iter,0.00012,0.0,nan
tb_cpu,alloc,prlimit64,5000000,100,5000,usec_per_iter,0.0,0.0008,nan
tb_cpu,alloc,prlimit64,5000000,5000,10000,usec_per_iter,0.0008,0.0003,-1.4150374992788435
tb_cpu,alloc,prlimit64,5000000,10000,50000,usec_per_iter,0.0003,8e-05,-0.8212530783391997
tb_cpu,alloc,prlimit64,5000000,50000,100000,usec_per_iter,8e-05,0.0,nan
tb_cpu,alloc,read,5000000,100,5000,usec_per_iter,0.19,0.0034,-1.0284317436159993
tb_cpu,alloc,read,5000000,5000,10000,usec_per_iter,0.0034,0.0013,-1.387023123109248
tb_cpu,alloc,read,5000000,10000,50000,usec_per_iter,0.0013,0.00034,-0.8333182134444945
tb_cpu,alloc,read,5000000,50000,100000,usec_per_iter,0.00034,0.0,nan
