backend,variant,key,E_iters_mean,E_bytes_mean,class
tb_cuda,baseline,munmap,-1.011220048887274,0.7362181203579571,mixed
tb_cuda,baseline,newfstatat,-0.7705220039565002,0.30761844402010563,mixed
tb_cuda,baseline,openat,-0.9424561311493457,0.2454858335944828,mixed
tb_cuda,baseline,pread64,-0.8857445031365149,-0.15441482754122676,mixed
tb_cuda,baseline,prlimit64,-0.9453610109973722,0.20791258624271175,mixed
tb_cuda,baseline,read,-0.7750643580561243,-0.012549114823483134,mixed
tb_cuda,baseline,rseq,-0.8462841541869123,-0.0676143952996441,mixed
tb_cuda,baseline,set_robust_list,-0.8254347276814269,-0.1672086521278023,mixed
tb_cuda,baseline,set_tid_address,-0.7859545212093975,-0.018948472650440744,mixed
tb_cuda,baseline,writev,-1.0,-0.1773770193524982,mixed
tb_cuda,kernels,access,-0.9329388432444565,0.22489458050456312,mixed
tb_cuda,kernels,arch_prctl,-1.0324032473467768,0.32797751267580555,mixed
tb_cuda,kernels,brk,-0.876581341676822,0.039839698350708865,mixed
tb_cuda,kernels,close,-0.9293233610634314,0.2697427626179773,mixed
tb_cuda,kernels,execve,-0.6306343371913051,-0.12364705418704439,mixed
tb_cuda,kernels,fstat,-0.9809853726009742,0.2638337056138274,mixed
tb_cuda,kernels,futex,-0.9307538326675523,-0.046273636419278265,mixed
tb_cuda,kernels,getrandom,-0.8968931422635806,-0.05959723372474927,mixed
tb_cuda,kernels,mmap,-1.0490442765440422,0.3280424433467314,mixed
tb_cuda,kernels,mprotect,-1.110135989910506,0.06118020479168257,mixed
tb_cuda,kernels,munmap,-1.3162353810852898,0.5655612524829637,mixed
tb_cuda,kernels,newfstatat,-0.7514113699546425,0.16255980193487934,mixed
tb_cuda,kernels,openat,-1.0240942966810358,0.2815129479042895,mixed
tb_cuda,kernels,pread64,-1.09720875354096,0.18101008410956446,mixed
tb_cuda,kernels,prlimit64,-0.8875333391787606,-0.19340697728455153,mixed
tb_cuda,kernels,read,-1.0564775613324047,0.21062400761862293,mixed
tb_cuda,kernels,rseq,-1.0413474397753602,0.26582296288960416,mixed
tb_cuda,kernels,set_robust_list,-1.0143050229295412,0.3297352026246212,mixed
tb_cuda,kernels,set_tid_address,-1.1357099533972401,0.4157519790406054,mixed
tb_cuda,kernels,writev,-1.0652291111714398,-0.14375592604344614,mixed
