% time     seconds  usecs/call     calls    errors syscall
------ ----------- ----------- --------- --------- ----------------
 99.01    1.176538      130726         9           futex
  0.67    0.007942         397        20           munmap
  0.13    0.001536          40        38           mmap
  0.04    0.000508          28        18         5 openat
  0.03    0.000307         307         1           execve
  0.02    0.000287          23        12           read
  0.02    0.000283          20        14           fstat
  0.02    0.000187          13        14           mprotect
  0.01    0.000167          12        13           close
  0.01    0.000139         139         1         1 ioctl
  0.01    0.000137          45         3           rt_sigprocmask
  0.01    0.000074           0       121           brk
  0.01    0.000062          15         4           newfstatat
  0.00    0.000054          54         1           clone3
  0.00    0.000025          12         2           pread64
  0.00    0.000021          10         2           lseek
  0.00    0.000014          14         1         1 faccessat
  0.00    0.000014          14         1           madvise
  0.00    0.000013          13         1           rt_sigaction
  0.00    0.000013          13         1           rseq
  0.00    0.000010          10         1           set_tid_address
  0.00    0.000009           9         1           set_robust_list
  0.00    0.000000           0         1           write
  0.00    0.000000           0         1           prlimit64
  0.00    0.000000           0         1           getrandom
------ ----------- ----------- --------- --------- ----------------
100.00    1.188340        4213       282         7 total
