% time     seconds  usecs/call     calls    errors syscall
------ ----------- ----------- --------- --------- ----------------
 93.86    0.081964        9107         9           futex
  2.06    0.001802         106        17           munmap
  1.20    0.001052          30        35           mmap
  0.45    0.000396          28        14           mprotect
  0.40    0.000347          19        18         5 openat
  0.33    0.000289          20        14           fstat
  0.33    0.000288          24        12           read
  0.27    0.000240          18        13           close
  0.23    0.000200         200         1           execve
  0.21    0.000181          12        15           brk
  0.11    0.000098          98         1           clone3
  0.11    0.000097          24         4           newfstatat
  0.09    0.000077          77         1           sched_yield
  0.06    0.000049          24         2           pread64
  0.06    0.000049          16         3           rt_sigprocmask
  0.04    0.000037          18         2           lseek
  0.03    0.000030          30         1           set_robust_list
  0.03    0.000025          25         1           prlimit64
  0.02    0.000018          18         1           madvise
  0.02    0.000017          17         1         1 faccessat
  0.02    0.000016          16         1           getrandom
  0.02    0.000015          15         1         1 ioctl
  0.01    0.000013          13         1           set_tid_address
  0.01    0.000012          12         1           rt_sigaction
  0.01    0.000012          12         1           rseq
  0.00    0.000000           0         1           write
------ ----------- ----------- --------- --------- ----------------
100.00    0.087324         510       171         7 total
