% time     seconds  usecs/call     calls    errors syscall
------ ----------- ----------- --------- --------- ----------------
 93.97    0.067656        6765        10           futex
  3.34    0.002405         150        16           munmap
  0.51    0.000367          11        33           mmap
  0.35    0.000255          85         3           rt_sigprocmask
  0.30    0.000216          24         9           brk
  0.26    0.000186          10        18         5 openat
  0.21    0.000149         149         1           execve
  0.19    0.000140          10        14           fstat
  0.16    0.000115         115         1           write
  0.13    0.000097          24         4           newfstatat
  0.12    0.000086           6        14           mprotect
  0.11    0.000079           6        13           close
  0.10    0.000073           6        12           read
  0.09    0.000066          66         1           clone3
  0.03    0.000020          20         1           madvise
  0.02    0.000014          14         1           rt_sigaction
  0.02    0.000013          13         1         1 faccessat
  0.02    0.000013           6         2           pread64
  0.02    0.000012          12         1         1 ioctl
  0.02    0.000012          12         1           set_robust_list
  0.01    0.000010           5         2           lseek
  0.01    0.000006           6         1           set_tid_address
  0.01    0.000006           6         1           rseq
  0.00    0.000000           0         1           prlimit64
  0.00    0.000000           0         1           getrandom
------ ----------- ----------- --------- --------- ----------------
100.00    0.071996         444       162         7 total
