% time     seconds  usecs/call     calls    errors syscall
------ ----------- ----------- --------- --------- ----------------
 99.58    1.337612      148623         9           futex
  0.26    0.003455         191        18           munmap
  0.05    0.000674          18        36           mmap
  0.02    0.000286          20        14           fstat
  0.02    0.000255          18        14           mprotect
  0.01    0.000198          15        13           close
  0.01    0.000142         142         1           sched_yield
  0.01    0.000126         126         1         1 ioctl
  0.01    0.000125           6        18         5 openat
  0.01    0.000112          56         2           pread64
  0.01    0.000109           1        62           brk
  0.01    0.000079           6        12           read
  0.00    0.000058          58         1           set_robust_list
  0.00    0.000015          15         1           prlimit64
  0.00    0.000013          13         1           getrandom
  0.00    0.000013          13         1           rseq
  0.00    0.000012          12         1           set_tid_address
  0.00    0.000011          11         1           write
  0.00    0.000000           0         1         1 faccessat
  0.00    0.000000           0         2           lseek
  0.00    0.000000           0         4           newfstatat
  0.00    0.000000           0         1           rt_sigaction
  0.00    0.000000           0         3           rt_sigprocmask
  0.00    0.000000           0         1           execve
  0.00    0.000000           0         1           madvise
  0.00    0.000000           0         1           clone3
------ ----------- ----------- --------- --------- ----------------
100.00    1.343295        6105       220         7 total
