% time     seconds  usecs/call     calls    errors syscall
------ ----------- ----------- --------- --------- ----------------
 20.83    0.000871          26        33           mmap
 16.95    0.000709          70        10           futex
 10.55    0.000441          27        16           munmap
 10.28    0.000430          23        18         5 openat
  7.60    0.000318          24        13           close
  7.39    0.000309          25        12           read
  6.77    0.000283          20        14           mprotect
  6.03    0.000252          84         3           rt_sigprocmask
  4.90    0.000205          14        14           fstat
  1.72    0.000072          18         4           newfstatat
  0.96    0.000040          40         1           clone3
  0.91    0.000038          19         2           pread64
  0.86    0.000036          36         1           write
  0.79    0.000033          16         2           lseek
  0.65    0.000027           9         3           brk
  0.43    0.000018          18         1           set_tid_address
  0.41    0.000017          17         1         1 ioctl
  0.41    0.000017          17         1           madvise
  0.41    0.000017          17         1           rseq
  0.33    0.000014          14         1           rt_sigaction
  0.31    0.000013          13         1           prlimit64
  0.29    0.000012          12         1           getrandom
  0.24    0.000010          10         1           set_robust_list
  0.00    0.000000           0         1         1 faccessat
  0.00    0.000000           0         1           execve
------ ----------- ----------- --------- --------- ----------------
100.00    0.004182          26       156         7 total
