% time     seconds  usecs/call     calls    errors syscall
------ ----------- ----------- --------- --------- ----------------
 94.74    0.125666       12566        10         1 futex
  3.77    0.004994         293        17           munmap
  0.30    0.000395          11        35           mmap
  0.20    0.000259          18        14           mprotect
  0.19    0.000251          13        18         5 openat
  0.11    0.000152          12        12           read
  0.11    0.000140         140         1           clone3
  0.10    0.000139           9        14           brk
  0.10    0.000137          10        13           close
  0.10    0.000130           9        14           fstat
  0.08    0.000109          36         3           rt_sigprocmask
  0.06    0.000082          20         4           newfstatat
  0.02    0.000031          31         1           rt_sigaction
  0.02    0.000030          15         2           lseek
  0.02    0.000028          28         1           prlimit64
  0.01    0.000017          17         1           madvise
  0.01    0.000015          15         1         1 ioctl
  0.01    0.000014          14         1           getrandom
  0.01    0.000013          13         1           set_robust_list
  0.01    0.000013          13         1           sched_yield
  0.01    0.000013          13         1           rseq
  0.01    0.000012          12         1           set_tid_address
  0.00    0.000000           0         1         1 faccessat
  0.00    0.000000           0         1           write
  0.00    0.000000           0         2           pread64
  0.00    0.000000           0         1           execve
------ ----------- ----------- --------- --------- ----------------
100.00    0.132640         775       171         8 total
