% time     seconds  usecs/call     calls    errors syscall
------ ----------- ----------- --------- --------- ----------------
 98.40    1.407666      156407         9           futex
  1.10    0.015747         787        20           munmap
  0.26    0.003690          30       121           brk
  0.07    0.000986          54        18         5 openat
  0.06    0.000806          21        38           mmap
  0.03    0.000399          33        12           read
  0.02    0.000280          20        14           fstat
  0.02    0.000234          16        14           mprotect
  0.01    0.000212          16        13           close
  0.01    0.000121          40         3           rt_sigprocmask
  0.01    0.000073          73         1           clone3
  0.01    0.000072          18         4           newfstatat
  0.00    0.000055          55         1           sched_yield
  0.00    0.000037          37         1           rt_sigaction
  0.00    0.000031          15         2           lseek
  0.00    0.000030          30         1           write
  0.00    0.000025          12         2           pread64
  0.00    0.000017          17         1           madvise
  0.00    0.000014          14         1           getrandom
  0.00    0.000013          13         1           prlimit64
  0.00    0.000012          12         1           set_tid_address
  0.00    0.000010          10         1           set_robust_list
  0.00    0.000010          10         1           rseq
  0.00    0.000000           0         1         1 ioctl
  0.00    0.000000           0         1         1 faccessat
  0.00    0.000000           0         1           execve
------ ----------- ----------- --------- --------- ----------------
100.00    1.430540        5054       283         7 total
