% time     seconds  usecs/call     calls    errors syscall
------ ----------- ----------- --------- --------- ----------------
 47.33    0.006061         606        10         3 futex
 19.86    0.002543         158        16           munmap
  9.10    0.001165          35        33           mmap
  7.32    0.000937          52        18         5 openat
  2.84    0.000364          30        12           read
  2.52    0.000323          24        13           close
  2.36    0.000302          21        14           fstat
  2.27    0.000291          20        14           mprotect
  2.16    0.000276          92         3           rt_sigprocmask
  1.14    0.000146         146         1         1 ioctl
  0.53    0.000068          68         1           clone3
  0.49    0.000063          15         4           newfstatat
  0.35    0.000045          45         1           rt_sigaction
  0.34    0.000044          22         2           lseek
  0.30    0.000038          38         1           madvise
  0.27    0.000035          17         2           pread64
  0.16    0.000021          21         1           write
  0.15    0.000019           6         3           brk
  0.14    0.000018          18         1           getrandom
  0.11    0.000014          14         1           set_robust_list
  0.09    0.000012          12         1           rseq
  0.09    0.000011          11         1           set_tid_address
  0.09    0.000011          11         1           prlimit64
  0.00    0.000000           0         1         1 faccessat
  0.00    0.000000           0         1           execve
------ ----------- ----------- --------- --------- ----------------
100.00    0.012807          82       156        10 total
