iterations,control_io,file_io,memory,other,sync
100,0.8600000000000003,4.239999999999999,5.800000000000001,0.13,0.16
5000,0.0469999999999999,0.1373999999999999,0.1538,0.0026,0.0014
10000,0.0321,0.0499,0.0473,0.0007,0.0017
50000,0.00104,0.00814,0.0079,0.00016,0.00016
100000,0.00285,0.00631,0.00629,0.00014,8e-05
