% time     seconds  usecs/call     calls    errors syscall
------ ----------- ----------- --------- --------- ----------------
 99.91   23.970751         239     99993      9059 futex
  0.07    0.017062        1706        10           munmap
  0.01    0.003096          93        33           sched_yield
  0.00    0.000265          12        21           mmap
  0.00    0.000198          19        10           mprotect
  0.00    0.000161         161         1         1 ioctl
  0.00    0.000159          26         6           fstat
  0.00    0.000066          66         1           set_robust_list
  0.00    0.000057          19         3           rt_sigprocmask
  0.00    0.000055          55         1           clone3
  0.00    0.000049          16         3           brk
  0.00    0.000029          29         1           set_tid_address
  0.00    0.000024          24         1           write
  0.00    0.000024          24         1           rseq
  0.00    0.000017          17         1           madvise
  0.00    0.000015          15         1           getrandom
  0.00    0.000012           2         5           close
  0.00    0.000012          12         1           rt_sigaction
  0.00    0.000012          12         1           prlimit64
  0.00    0.000000           0         1         1 faccessat
  0.00    0.000000           0         5           openat
  0.00    0.000000           0         4           read
  0.00    0.000000           0         2           pread64
  0.00    0.000000           0         1           execve
------ ----------- ----------- --------- --------- ----------------
100.00   23.992064         239    100107      9061 total
