% time     seconds  usecs/call     calls    errors syscall
------ ----------- ----------- --------- --------- ----------------
 99.75    1.263147         252      5004       520 futex
  0.12    0.001472         147        10           munmap
  0.04    0.000561          26        21           mmap
  0.02    0.000199          33         6           fstat
  0.01    0.000163          81         2           sched_yield
  0.01    0.000158          15        10           mprotect
  0.01    0.000125         125         1           clone3
  0.01    0.000103          20         5           openat
  0.00    0.000063          63         1         1 ioctl
  0.00    0.000059          14         4           read
  0.00    0.000054          10         5           close
  0.00    0.000052          26         2           pread64
  0.00    0.000043          43         1           rseq
  0.00    0.000029           9         3           rt_sigprocmask
  0.00    0.000023           7         3           brk
  0.00    0.000017          17         1           write
  0.00    0.000014          14         1           madvise
  0.00    0.000010          10         1           set_tid_address
  0.00    0.000010          10         1           prlimit64
  0.00    0.000010          10         1           getrandom
  0.00    0.000009           9         1           set_robust_list
  0.00    0.000008           8         1           rt_sigaction
  0.00    0.000000           0         1         1 faccessat
  0.00    0.000000           0         1           execve
------ ----------- ----------- --------- --------- ----------------
100.00    1.266329         248      5087       522 total
