% time     seconds  usecs/call     calls    errors syscall
------ ----------- ----------- --------- --------- ----------------
 99.97   12.020237         240     49998      4446 futex
  0.01    0.001618         179         9           munmap
  0.01    0.001309         109        12           sched_yield
  0.00    0.000233          11        21           mmap
  0.00    0.000210          35         6           fstat
  0.00    0.000129         129         1         1 ioctl
  0.00    0.000108          36         3           rt_sigprocmask
  0.00    0.000106          10        10           mprotect
  0.00    0.000028           9         3           brk
  0.00    0.000025          25         1           clone3
  0.00    0.000013          13         1           madvise
  0.00    0.000011          11         1           set_tid_address
  0.00    0.000011          11         1           prlimit64
  0.00    0.000010          10         1           set_robust_list
  0.00    0.000010          10         1           getrandom
  0.00    0.000009           1         5           close
  0.00    0.000009           9         1           rt_sigaction
  0.00    0.000009           9         1           rseq
  0.00    0.000000           0         1         1 faccessat
  0.00    0.000000           0         5           openat
  0.00    0.000000           0         4           read
  0.00    0.000000           0         1           write
  0.00    0.000000           0         2           pread64
  0.00    0.000000           0         1           execve
------ ----------- ----------- --------- --------- ----------------
100.00   12.024085         240     50090      4448 total
