% time     seconds  usecs/call     calls    errors syscall
------ ----------- ----------- --------- --------- ----------------
 99.90    1.161318         232      5003       430 futex
  0.02    0.000277          13        21           mmap
  0.02    0.000184          18        10           mprotect
  0.01    0.000151         151         1           sched_yield
  0.01    0.000123         123         1         1 ioctl
  0.01    0.000100          16         6           fstat
  0.00    0.000043          43         1           clone3
  0.00    0.000038          12         3           rt_sigprocmask
  0.00    0.000037          37         1           set_tid_address
  0.00    0.000027          27         1           set_robust_list
  0.00    0.000027           9         3           brk
  0.00    0.000025           2        10           munmap
  0.00    0.000024          24         1           rseq
  0.00    0.000021          21         1           getrandom
  0.00    0.000020          20         1           rt_sigaction
  0.00    0.000017          17         1           madvise
  0.00    0.000012          12         1           prlimit64
  0.00    0.000000           0         1         1 faccessat
  0.00    0.000000           0         5           openat
  0.00    0.000000           0         5           close
  0.00    0.000000           0         4           read
  0.00    0.000000           0         1           write
  0.00    0.000000           0         2           pread64
  0.00    0.000000           0         1           execve
------ ----------- ----------- --------- --------- ----------------
100.00    1.162444         228      5085       432 total
