% time     seconds  usecs/call     calls    errors syscall
------ ----------- ----------- --------- --------- ----------------
 99.87    2.400736         240     10003       878 futex
  0.04    0.000953          95        10           munmap
  0.03    0.000622         155         4           sched_yield
  0.02    0.000484          23        21           mmap
  0.01    0.000264         264         1           execve
  0.01    0.000192          19        10           mprotect
  0.01    0.000184          30         6           fstat
  0.00    0.000097          19         5           openat
  0.00    0.000085          21         4           read
  0.00    0.000084          84         1         1 ioctl
  0.00    0.000071          14         5           close
  0.00    0.000068          22         3           brk
  0.00    0.000030          15         2           pread64
  0.00    0.000022          22         1         1 faccessat
  0.00    0.000018          18         1           rseq
  0.00    0.000015          15         1           write
  0.00    0.000015          15         1           set_robust_list
  0.00    0.000012          12         1           set_tid_address
  0.00    0.000000           0         1           rt_sigaction
  0.00    0.000000           0         3           rt_sigprocmask
  0.00    0.000000           0         1           madvise
  0.00    0.000000           0         1           prlimit64
  0.00    0.000000           0         1           getrandom
  0.00    0.000000           0         1           clone3
------ ----------- ----------- --------- --------- ----------------
100.00    2.403952         238     10088       880 total
