% time     seconds  usecs/call     calls    errors syscall
------ ----------- ----------- --------- --------- ----------------
 99.95   11.931505         238     50000      4613 futex
  0.03    0.003993         399        10           munmap
  0.01    0.000893          63        14           sched_yield
  0.00    0.000381          18        21           mmap
  0.00    0.000195          32         6           fstat
  0.00    0.000188          18        10           mprotect
  0.00    0.000151         151         1         1 ioctl
  0.00    0.000063          12         5           openat
  0.00    0.000051          25         2           pread64
  0.00    0.000050          10         5           close
  0.00    0.000038          38         1           rt_sigaction
  0.00    0.000038          12         3           rt_sigprocmask
  0.00    0.000036          12         3           brk
  0.00    0.000036          36         1           clone3
  0.00    0.000030          30         1           madvise
  0.00    0.000028           7         4           read
  0.00    0.000025          25         1           write
  0.00    0.000024          24         1           set_robust_list
  0.00    0.000020          20         1           prlimit64
  0.00    0.000016          16         1           getrandom
  0.00    0.000013          13         1           set_tid_address
  0.00    0.000008           8         1           rseq
  0.00    0.000000           0         1         1 faccessat
  0.00    0.000000           0         1           execve
------ ----------- ----------- --------- --------- ----------------
100.00   11.937782         238     50095      4615 total
