case,worker_config,policy,delay_us,total_be_workers,long_be_workers,chunked_be_workers,start_order,n,lc_p50_ms_mean,lc_p95_ms_mean,lc_p99_ms_mean,lc_max_ms_mean,be_agg_thr_s_mean,be_per_proc_thr_s_mean,be_wall_ms_mean,be_total_active_ms_mean,be_phase_count_mean,overlap_union_ms_mean,overlap_weighted_ms_mean,overlap_count_mean,max_concurrent_be_mean
lc_vs_be_long,long4,proper,5000,4,4,0,be_first,5,22.1002089,29.730280859999997,31.220295187999998,32.2003044,93.30757527252804,23.32689381813201,3432.4324564,10061.8951462,320.0,16.552156528,49.412467248,2.6,2.6
lc_vs_be_long,long4,proper,10000,4,4,0,be_first,5,21.0001987,29.11027521,30.40428744,30.6002894,91.46366294383176,22.86591573595794,3499.0330828,9861.0932324,320.0,14.648138476,37.276352436,1.988,1.988
lc_vs_be_long,long4,proper,25000,4,4,0,be_first,5,20.4001928,25.880244829999995,28.506269357999997,28.8002722,83.25117723528534,20.812794308821335,3844.0363414,9988.6944348,320.0,6.372060256,13.776130288,0.756,0.756
lc_vs_be_long,long4,proper,50000,4,4,0,be_first,5,20.1001902,23.53022248,25.020236489999995,26.0002458,82.17468129982367,20.54367032495592,3894.4368136,10013.0946536,320.0,4.880046148,8.496080332,0.532,0.532
