case,worker_config,policy,delay_us,total_be_workers,long_be_workers,chunked_be_workers,start_order,n,count_mean,count_median,count_stdev,count_min,count_max,mean_ms_mean,mean_ms_median,mean_ms_stdev,mean_ms_min,mean_ms_max,p50_ms_mean,p50_ms_median,p50_ms_stdev,p50_ms_min,p50_ms_max,p95_ms_mean,p95_ms_median,p95_ms_stdev,p95_ms_min,p95_ms_max,p99_ms_mean,p99_ms_median,p99_ms_stdev,p99_ms_min,p99_ms_max,max_ms_mean,max_ms_median,max_ms_stdev,max_ms_min,max_ms_max,min_ms_mean,min_ms_median,min_ms_stdev,min_ms_min,min_ms_max,stdev_ms_mean,stdev_ms_median,stdev_ms_stdev,stdev_ms_min,stdev_ms_max
lc_vs_be_long,long4,proper,5000,4,4,0,be_first,5,50.0,50.0,0.0,50.0,50.0,23.448221712,23.44022162,0.4627353584704982,22.920216579999998,23.92022602,22.1002089,22.000208,0.741626523288205,21.000199,23.000217,29.730280859999997,29.550279399999997,0.579444918029932,29.000274,30.550288949999995,31.220295187999998,30.51028859,1.42331919512947,30.000283510000003,33.57031665999999,32.2003044,31.000293,2.7749132059700172,30.000284,37.000349,19.6001854,19.00018,0.8944357998617334,19.000179,21.000199,3.4869956076100914,3.550486252111525,0.41691305040635723,2.8374589538902293,3.9941148753302516
lc_vs_be_long,long4,proper,10000,4,4,0,be_first,5,50.0,50.0,0.0,50.0,50.0,22.572213412,22.52021282,0.2625285836737552,22.34021142,23.02021756,21.0001987,21.000199,4.4721359437085215e-07,21.000198,21.000199,29.11027521,29.000274,0.534327009915414,28.550269949999997,30.00028355,30.40428744,30.510288099999997,0.4195631556333163,30.000283510000003,31.000293,30.6002894,31.000293,0.5477274870081829,30.000284,31.000293,19.200181399999998,19.00018,0.4472178440293943,19.000179,20.000189,3.28287830939543,3.2018155427662336,0.18944074989683563,3.0945272751040442,3.554220598092876
lc_vs_be_long,long4,proper,25000,4,4,0,be_first,5,50.0,50.0,0.0,50.0,50.0,21.136199852,21.14019992,0.27727505860957896,20.82019708,21.44020276,20.4001928,20.000189499999998,0.5477273044340375,20.000189,21.000198,25.880244829999995,26.000246,2.3007280110253117,23.100218899999994,28.550269949999997,28.506269357999997,29.51027859,2.323818373713868,26.00024551,30.51028859,28.8002722,30.000283,2.5884600828656206,26.000246,31.000293,19.2001812,19.00018,0.4472173968157999,19.000179,20.000188,2.138050870295743,2.4160407616909105,0.6778711317804819,1.3656256056699518,2.8796530566121925
lc_vs_be_long,long4,proper,50000,4,4,0,be_first,5,50.0,50.0,0.0,50.0,50.0,20.696195676,20.56019418,0.4274148284467548,20.380192779999998,21.44020268,20.1001902,20.000189,0.22360892201497745,20.000189,20.500194,23.53022248,22.000208,3.715139310843596,21.000199,30.100284449999997,25.020236489999995,24.000226509999997,3.810705103217355,21.000199,31.000293,26.0002458,24.000227,4.301202971451964,21.000199,31.000293,19.4001834,19.00018,0.5477272131470189,19.00018,20.000189,1.354100151921391,0.9930463121357412,0.9234550264832385,0.530311082391531,2.8654436851159644
