variant,bytes,iterations,key,calls,seconds,pct_time_sum,calls_per_iter,usec_per_iter,usec_per_call,calls_per_byte,usec_per_byte
kernels,5000000,5000,munmap,32,0.001775,5.18,0.0064,0.355,55.46875,6.4e-06,0.000355
kernels,5000000,5000,newfstatat,8,9.999999999999999e-05,0.29000000000000004,0.0016,0.019999999999999997,12.499999999999998,1.6e-06,1.9999999999999998e-05
kernels,5000000,5000,openat,36,0.0006230000000000001,1.79,0.0072,0.12460000000000002,17.305555555555557,7.2e-06,0.00012460000000000002
kernels,5000000,5000,pread64,4,5.7e-05,0.16,0.0008,0.0114,14.25,8e-07,1.14e-05
kernels,5000000,5000,prlimit64,2,3.7000000000000005e-05,0.11,0.0004,0.007400000000000001,18.500000000000004,4e-07,7.400000000000001e-06
kernels,5000000,5000,read,24,0.00045700000000000005,1.33,0.0048,0.09140000000000001,19.041666666666668,4.8e-06,9.140000000000001e-05
kernels,5000000,5000,rseq,2,2.4e-05,0.07,0.0004,0.0048,12.0,4e-07,4.8e-06
kernels,5000000,5000,rt_sigaction,2,1.6000000000000003e-05,0.05,0.0004,0.0032000000000000006,8.000000000000002,4e-07,3.2000000000000007e-06
kernels,5000000,5000,rt_sigprocmask,6,0.00044899999999999996,1.34,0.0012,0.08979999999999999,74.83333333333333,1.2e-06,8.979999999999999e-05
kernels,5000000,5000,sched_yield,2,3.1e-05,0.09,0.0004,0.0062,15.5,4e-07,6.2e-06
kernels,5000000,5000,set_robust_list,2,6.4e-05,0.19,0.0004,0.0128,32.0,4e-07,1.28e-05
kernels,5000000,5000,set_tid_address,2,2.7e-05,0.08,0.0004,0.0054,13.5,4e-07,5.4e-06
kernels,5000000,5000,write,2,4e-06,0.01,0.0004,0.0008,2.0,4e-07,8e-07
kernels,5000000,100000,brk,242,0.001116,0.16,0.00242,0.01116,4.6115702479338845,4.84e-05,0.0002232
kernels,5000000,100000,clone3,2,0.000105,0.01,2e-05,0.00105,52.5,4e-07,2.1e-05
kernels,5000000,100000,close,26,0.000395,0.06,0.00026,0.00395,15.192307692307692,5.2e-06,7.9e-05
kernels,5000000,100000,execve,2,0.000203,0.03,2e-05,0.00203,101.5,4e-07,4.06e-05
kernels,5000000,100000,faccessat,2,1.7e-05,0.0,2e-05,0.00017,8.5,4e-07,3.4e-06
kernels,5000000,100000,fstat,28,0.000588,0.08,0.00028,0.00588,21.0,5.6e-06,0.0001176
kernels,5000000,100000,futex,19,1.419752,197.84,0.00019,14.19752,74723.78947368421,3.8e-06,0.2839504
kernels,5000000,100000,getrandom,2,1.2e-05,0.0,2e-05,0.00012,6.0,4e-07,2.4e-06
kernels,5000000,100000,ioctl,2,0.000184,0.03,2e-05,0.00184,92.0,4e-07,3.68e-05
kernels,5000000,100000,lseek,4,6.5e-05,0.0,4e-05,0.00065,16.25,8e-07,1.3e-05
kernels,5000000,100000,madvise,2,4.2000000000000004e-05,0.0,2e-05,0.00042000000000000007,21.000000000000004,4e-07,8.400000000000001e-06
kernels,5000000,100000,mmap,76,0.001696,0.23,0.00076,0.01696,22.31578947368421,1.52e-05,0.0003392
kernels,5000000,100000,mprotect,28,0.000663,0.09,0.00028,0.00663,23.678571428571427,5.6e-06,0.0001326
kernels,5000000,100000,munmap,40,0.008451,1.1800000000000002,0.0004,0.08451,211.275,8e-06,0.0016902
kernels,5000000,100000,newfstatat,8,0.00014,0.01,8e-05,0.0014,17.5,1.6e-06,2.8e-05
kernels,5000000,100000,openat,36,0.0006000000000000001,0.08,0.00036,0.006,16.666666666666668,7.2e-06,0.00012
kernels,5000000,100000,pread64,4,6.7e-05,0.0,4e-05,0.00067,16.75,8e-07,1.34e-05
kernels,5000000,100000,prlimit64,2,2.2e-05,0.0,2e-05,0.00022,11.0,4e-07,4.4e-06
kernels,5000000,100000,read,24,0.000414,0.06,0.00024,0.00414,17.25,4.8e-06,8.28e-05
kernels,5000000,100000,rseq,2,5.3e-05,0.01,2e-05,0.00053,26.5,4e-07,1.06e-05
kernels,5000000,100000,rt_sigaction,2,2.2e-05,0.0,2e-05,0.00022,11.0,4e-07,4.4e-06
kernels,5000000,100000,rt_sigprocmask,6,0.000395,0.05,6e-05,0.00395,65.83333333333333,1.2e-06,7.9e-05
kernels,5000000,100000,sched_yield,1,0.000159,0.02,1e-05,0.00159,159.0,2e-07,3.18e-05
kernels,5000000,100000,set_robust_list,2,2.9e-05,0.0,2e-05,0.00029,14.5,4e-07,5.8e-06
kernels,5000000,100000,set_tid_address,2,4.9999999999999996e-05,0.0,2e-05,0.0004999999999999999,24.999999999999996,4e-07,9.999999999999999e-06
kernels,5000000,100000,write,2,3e-05,0.0,2e-05,0.0003,15.0,4e-07,6e-06
kernels,10000000,100,brk,6,4.4e-05,0.62,0.06,0.44,7.333333333333333,6e-07,4.4e-06
kernels,10000000,100,clone3,2,0.000101,1.52,0.02,1.01,50.5,2e-07,1.01e-05
kernels,10000000,100,close,26,0.000238,3.63,0.26,2.38,9.153846153846153,2.6e-06,2.38e-05
kernels,10000000,100,execve,2,0.000674,12.41,0.02,6.74,337.0,2e-07,6.74e-05
kernels,10000000,100,faccessat,2,1.3e-05,0.24,0.02,0.13,6.5,2e-07,1.3e-06
kernels,10000000,100,fstat,28,0.000286,4.45,0.28,2.86,10.214285714285714,2.8e-06,2.86e-05
kernels,10000000,100,futex,18,0.006998000000000001,93.45,0.18,69.98,388.7777777777778,1.8e-06,0.0006998000000000001
kernels,10000000,100,getrandom,2,1.3e-05,0.24,0.02,0.13,6.5,2e-07,1.3e-06
kernels,10000000,100,ioctl,2,0.000116,2.13,0.02,1.16,58.0,2e-07,1.16e-05
kernels,10000000,100,lseek,4,2.5e-05,0.3,0.04,0.25,6.25,4e-07,2.5e-06
kernels,10000000,100,madvise,2,3.6e-05,0.5599999999999999,0.02,0.36,18.0,2e-07,3.6e-06
kernels,10000000,100,mmap,66,0.001135,18.56,0.66,11.35,17.196969696969695,6.6e-06,0.0001135
kernels,10000000,100,mprotect,28,0.000523,9.229999999999999,0.28,5.23,18.678571428571427,2.8e-06,5.23e-05
kernels,10000000,100,munmap,31,0.002027,30.92,0.31,20.270000000000003,65.38709677419355,3.1e-06,0.00020270000000000002
kernels,10000000,100,newfstatat,8,0.000103,1.52,0.08,1.03,12.875,8e-07,1.03e-05
kernels,10000000,100,openat,36,0.0006529999999999999,9.53,0.36,6.5299999999999985,18.138888888888886,3.6e-06,6.529999999999999e-05
kernels,10000000,100,pread64,4,2.8e-05,0.52,0.04,0.28,7.0,4e-07,2.8e-06
