% time     seconds  usecs/call     calls    errors syscall
------ ----------- ----------- --------- --------- ----------------
 99.79    1.251715         250      5003       544 futex
  0.06    0.000810          38        21           mmap
  0.03    0.000396          39        10           munmap
  0.02    0.000238          23        10           mprotect
  0.01    0.000188          37         5           openat
  0.01    0.000188         188         1           sched_yield
  0.01    0.000163          27         6           fstat
  0.01    0.000143          28         5           close
  0.01    0.000070          17         4           read
  0.01    0.000067          67         1         1 ioctl
  0.00    0.000053          53         1         1 faccessat
  0.00    0.000038          12         3           rt_sigprocmask
  0.00    0.000036          36         1           write
  0.00    0.000031          10         3           brk
  0.00    0.000028          14         2           pread64
  0.00    0.000028          28         1           clone3
  0.00    0.000020          20         1           set_robust_list
  0.00    0.000020          20         1           getrandom
  0.00    0.000018          18         1           madvise
  0.00    0.000017          17         1           rt_sigaction
  0.00    0.000017          17         1           prlimit64
  0.00    0.000013          13         1           rseq
  0.00    0.000010          10         1           set_tid_address
  0.00    0.000000           0         1           execve
------ ----------- ----------- --------- --------- ----------------
100.00    1.254307         246      5085       546 total
